UserName,FullName,Date,Hashtags,Tweet,Likes,RTs
,,Jan 9,"Because,JusticeForZainab","Because we didn’t follow up on the mass rape case at Kasur, today we ask #JusticeForZainab",,
,,Jan 9,"We,JusticeForZainab","We always talk about upbringing and protection of our daughters, may be it’s time for us to stress on raising our sons right too. The Kasur incident is reflection of our failure as society. #JusticeForZainab",,
,,Jan 9,#JusticeForZainab.....As,"#JusticeForZainab.....As vocal as i am, I dont know how to put my feelings into words about this.... I really don't!",,
,,Jan 9,"My,CJP,JusticeForZainab","My Request to #CJP & @pid_gov Pls take notice  A 7 yr old girl was raped & Killed in Kasur, the same city where over 280 kids were raped. #JusticeForZainab @OfficialDGISPR Media Person Pls Help @HamidMirPAK @nadia_a_mirza @MonaAlamm @RamshaKanwal7 @alinashigri @SaadiaAfzaal pic.twitter.com/FGwWvG5DdS",,
,,Jan 9,"Totally,Justice4Zainab,JusticeForZainab","Totally broken  Zainab :( 
#Justice4Zainab 
#JusticeForZainab pic.twitter.com/VrWvKmDYZr",,
,,Jan 9,"This,JusticeForZainab","This 7 year old Zainab was kidnapped 4 days ago from Dist, Kasur Pakistan, 
Rapped and Murdered..
Her dead body was found today from trash.
Kindly Raise your voice!
#JusticeForZainab pic.twitter.com/EqgIeTO40n",,
,,Jan 9,"No,Justice4Zainab,JusticeForZainab",No animal rapes it’s children and throws their dead bodies in the trash. Only us humans have it in us. And yet we can just as amazing. Let that power of truth unite us! #Justice4Zainab I beg for! I demand! #JusticeForZainab https://twitter.com/aliirfanashraf/status/950857014711812100 …,,
,,Jan 9,"Justice,JusticeForZainab","Justice should be served, killers must be hanged publicly.
But odds seem less considering how we as a society has become. It won't take long for us to get over it till another Zainab scenario comes into limelight. We literally has lost our morals.. Ahhh
#JusticeForZainab pic.twitter.com/uHvJWNqbLh",,
,,Jan 9,"How,JusticeForZainab","How foolish these people are. They forgot that they might escape the world but surely not Allah’s wrath. They have called for the never ending punishment and blazing for of hell while that beautiful soul rests in Jannah.
#JusticeForZainab",,
,,Jan 9,"CC,JusticeForZainab","CC @ImranKhanPTI ...
Janab @CMShehbaz @pmln_org will u react or just say Suspend & Suspend she was our daughter m not doing politics bring the Vultures n xpose & hang them in front of the people its not fun its not a political game Oh Allah send on the Killers #JusticeForZainab pic.twitter.com/Dy4CPOqe8R",,
,,Jan 9,"They,JusticeForZainab","They say a child's death is the worst thing that can happen to a parent, but in the case of Zainab, it was not just a death ...  #JusticeForZainab pic.twitter.com/kMCzi6XwAg",,
,,Jan 9,"We,JusticeForZainab","We are living in a country where we are failed to protect our children 
#JusticeForZainab pic.twitter.com/mI5IDKlUoF",,
,,Jan 9,"This,JusticeForZainab","This is CCTV footage of the Butcher who apparently rapped and murdered innocent Zainab. 
What you and your police waiting for @CMShehbaz now?
#JusticeForZainab pic.twitter.com/pwjPnpKU6g",,
,,Jan 9,"Please,JusticeForZainab",Please find me address of the girl. I want to make sure the person is hanged. #JusticeForZainab,,
,,Jan 9,"She's,JusticeForZainab","She's a 7 years old Zainab was kidnapped four days ago from Dist Kasur Punjab then Raped and Murdered, her dead body was found today from trash and the parents of Zainab are in Saudi Arabia to perform Umrah.
Raise your voice for this little angel. #JusticeForZainab pic.twitter.com/kLOCRL3CCw",,
,,Jan 9,"Child,JusticeForZainab","Child rapists, child sexual abusers ,child molesters...
I feel they r the Worst kind of humans and will be burn to a very special level of Hell!
Killers of this young girl should be hanged Asap
#JusticeForZainab",,
,,Jan 9,"Seven,JusticeForZainab,ShameOnPunjabGovt.pic.twitter.com/YbWH9NOduc","Seven yr old girl Zinab was raped  and Killed in Kasur, the same city where over 280 kids and girls were raped. Where is shahbaz sharif & punjab Govt? Where is those people who is busy to saying شیر ہمارا?  
 #JusticeForZainab #ShameOnPunjabGovt.pic.twitter.com/YbWH9NOduc",,
,,Jan 9,"She,JusticeForZainab","She Is Zainab 7 Years Old Who Was Raped and Murdered In Kasoor
When Will They Got Justice No Media Coverage On This Issue Is More Disappointing, Our Media Priorities Are IK's Marriage More Than This Crucial Lets Raise Voice On Social Media & Highlight This Issue #JusticeForZainab pic.twitter.com/ATvypSwDzO",,
,,Jan 9,"Shocking,Kasur,JusticeForZainab","Shocking news from #Kasur district of Punjab. This 7 year old girl was kidnapped, molested and killed. Where is govt? Where is CJP? 
#JusticeForZainab pic.twitter.com/3Cw2H9lBl5",,
,,Jan 9,"This,Iran,JusticeForZainab",This is #Iran where Rapist was Punished Publicly but sorry Our Elite Rulers are Busy in Defaming each other on legitimate Wedding of Imran Khan #JusticeForZainab pic.twitter.com/HS7hcj04BO,,
,,Jan 9,"We,JusticeForZainab","We are so insensitive we Let around 280 children of Kasur down. 
Today another 7 year old fell victim to paedophiles of Kasur. 
#JusticeForZainab",,
,,Jan 9,"Really,JusticeForZainab","Really sad to hear that Zainab was Raped and Mudered today. She was only 7 years old. Where is showbaz Sharif.? Qasur is now making the Rapist city of the punjab. No one here to take proper Action on these Incidents. 
#JusticeForZainab pic.twitter.com/o3Dgg5IbWw",,
,,Jan 9,"7,IK,JusticeForZainab","7 seven year old kid zainab killed and thrown away, but pmln govt is busy about #IK marriage propaganda, where are u lifafa khor journalists
@RehamKhan1 
@UmarCheema1 
#JusticeForZainab pic.twitter.com/TW5XyjrF1s",,
,,Jan 9,"The,JusticeForZainab","The reason I dislike @RehamKhan1 is because this vile woman will never ever speak for the rape and murder victims from Punjab against her paymasters. HYPOCRITE!
Don't all victim children equally deserve justice? Even the ones in Punjab?
#JusticeForZainab pic.twitter.com/VxGDMKDaa6",,
,,Jan 9,"We,JusticeForZainab",We ARE being heard people... Get a little louder... #JusticeForZainab spread the news and demand justice!!! pic.twitter.com/U984RZ6IZs,,
,,Jan 9,"Guys,JusticeForZainab","Guys please don't share the little girl agonising picture, she already went through unbearable soul wrenching pain .. Please Please raise voice but don't share picture! #JusticeForZainab",,
,,Jan 9,"Heart,JusticeForZainab","Heart bleeds! 
7 year old Zainab was kidnapped four days ago from Dist Kasur Punjab then Raped and Murdered, Her body was found today in Trash. My Req to Fed/provincial Govt/concerned institutions find culprits ASAP & punish them strictly. #JusticeForZainab pic.twitter.com/nSn2C4nAdP",,
,,Jan 9,"Heartbroken!,JusticeForZainab","Heartbroken!
I'm speechless 
#JusticeForZainab pic.twitter.com/OgKggprPo8",,
,,Jan 9,"Zainab,JusticeForZainab",Zainab is another casualty of the poor law and order situation of Punjab. #JusticeForZainab,,
,,Jan 9,"No,JusticeForZainab","No severity of punishment, no amount of mourning, no collection of words could ever compensate for the loss of her parents, but we can keep raising voice to save many other angels of this nation.
#JusticeForZainab",,
,,Jan 9,"Where,JusticeForZainab","Where is geo who was busy earlier talking about Imran Khan's personal life. Is not Zainabs issue is that much important?
#JusticeForZainab",,
,,Jan 9,"No,JusticeForZainab","No dharna?
No tyres burning?
No roads blocked?
Why? Because she was just anyone's kid, unknown to you?
If we don't raise voice for her, it could get worse with time.
Raise your voice!
#JusticeForZainab pic.twitter.com/ADDn2E6bGS",,
,,Jan 9,"All,JusticeForZainab","All she knows is pain. All she feels is desperation. She tries to cry out for help, but soon learns that no one will listen. No matter how loud she cries souls are Dead conscience are paralyzed.
#JusticeForZainab",,
,,Jan 9,"This,JusticeForZainab","This 7 year old Zainab was kidnapped 4 days ago from Dist, Kasur Punjab, RAPPED and MURDERED.
Her body was found today in Trash.
Our media is disusing Imran khan's marriage. 
Those who are silent or will stay silent are also responsible for this crime.
SPEAK UP!
#JusticeForZainab pic.twitter.com/vmtDJsByR3",,
,,Jan 9,"She,JusticeForZainab","She may not give u enough ratings but her rape & brutal killing is another question mark on this society& its morality. Hope you vl spare some time from ur hate campaign against IK&raise voice for her as well  @ammarmasood3 @UmarCheema1 
#JusticeForZainab pic.twitter.com/h2Yf01Htmq",,
,,Jan 9,"So,JusticeForZainab","So this happened today!!
This 7 y/o little girl Zainab from Qasur, Pakistan was kidnapped 4 days ago, the unknown kidnappers first RAPED her and then KILLED her.
Her dead body was found today from trash.
Kindly raise voice for her!
#JusticeForZainab pic.twitter.com/4Z7c3u6ykS",,
,,Jan 9,"اس,JusticeForZainab","اس محصوم سی کلی کا کیا قصور تھا
کہ وہ درندوں کے معاشرے میں پیدا ہوئی اور درندگی کی بھینٹ چڑھ گئی۔
کیا کوئی ادارہ انصاف دے گا
کیا عدالت اس پر نوٹس لے گی۔؟ @ShkhRasheed
#JusticeForZainab pic.twitter.com/GhJT0WmAEt",,
,,Jan 9,#justiceForZainab,"#justiceForZainab
Inna lillahi wa innailaihirrajioon. This is so unbearably, heartbreakingly sad.
@AbiTariq2 @Malaika_Tarar12 @Batool_Tahir @_AnaZahra @AtiqRehmanPAT",,
,,Jan 9,"Assalam,JusticeForZainab",Assalam o Aliekum .its our todays hashtag #JusticeForZainab,,
,,Jan 9,"It's,JusticeForZainab","It's heartbreaking to note that the parents of little Zainab are in Saudi Arabia to perform Umrah. 
For a moment just feel the pain that they are going through. 
#JusticeForZainab",,
,,Jan 9,".7-year-old,JusticeForZainab",".7-year-old Zainab was abducted four days back and was killed after being abused.
#JusticeForZainab pic.twitter.com/xzPC5TnyMQ",,
,,Jan 9,#JusticeForZainab,"#JusticeForZainab 
Blood of zainab is example for aur society",,
,,Jan 9,"After,JusticeForZainab","After four days since she was reportedly misplaced, it was today that her body was found among the piles of heap. 
How low have the society gone 
#JusticeForZainab",,
,,Jan 9,"We,JusticeForZainab","We demand justice for zainab
#JusticeForZainab",,
,,Jan 9,"@FrontlineKamran,JusticeForZainab","@FrontlineKamran @arifhameed15 @zara_ansari @ImranKhanAnchor @qayyum_nizami @iamhamzaabbasi girl kidnapped 4 days before in Kasur, her dead body found today...insaniat bhi Sharma gyee ho gee #JusticeForZainab",,
,,Jan 9,"Friends!,JusticeForZainab",Friends! please raise your voice #JusticeForZainab killed after rape. @ZohaibKhanPTI @SalmaZahid15 @NasimZehra @ZAbbasOfficial @asmashirazi @DrDanish5 @Farzana_Rasab_pic.twitter.com/OhWIY9HEK8,,
,,Jan 9,#JusticeForZainab,"#JusticeForZainab 
7سالہ زینب کو 4 روز قبل گھر کے باہر سے اغواکیاگیاتھااورزیادتی کےبعدگلا دباکر ہلاک کردیاگیاآج چار روزکےبعدلاش گندگی کے ڈھیر سے برآمد ہوئی اطلاعات کے مطابق بچی کے بدقسمت والدین اغواء کے کچھ روز قبل ہی عمرہ کہ سعادت حاصل کرنے گے تھے۔
@OfficialDGISPR",,
,,Jan 9,"We,JusticeForZainab","We want justice for this flower.
#JusticeForZainab",,
,,Jan 9,"With,JusticeForZainab","With only 7 years of age, little Zainab has departed from this world leaving us in grief and shame to be affiliated with this society.  
#JusticeForZainab",,
,,Jan 9,"7,Pakistan,JusticeForZainab",7 year old girl was kidnapped and killed after rape today in #Pakistan  @hrw @UNICEF @UNHumanRights @UNWomenUK @sanabucha @SaadiaAfzaal @OfficialDGISPR @arifhameed15 @GFarooqi @ShkhRasheed @jasmeenmanzoor @SenatorCordy @UN @REALsaeedajmal #JusticeForZainab pic.twitter.com/ECmJK6pRuk,,
,,Jan 9,#JusticeForZainab,"#JusticeForZainab
@TahirulQadri @Qasim_Ejaz2 @Qasim_Ejaz1 @QasimWasimPat @AbiTariq2 
Raise your voicepic.twitter.com/uub13cs7FS",,
,,Jan 9,"اس,justiceforzainab","اس انسانیت دشمن عمل کے خلاف کل قصور میں شٹر ڈاؤن ہڑتال ہوگی 
 #justiceforzainab",,
,,Jan 9,"اس,JusticeForZainab","اس سات سالہ بچی کو درندوں نے اغوا کر کے زیادتی کا نشانہ بنایا۔
درندوں کو نشان عبرت بنایا جائے اور مظلوم کے لواحقین کو انصاف دیا جائے۔
اس پر ہر طبقے کو آواز اٹھانی چاہئے
#JusticeForZainab pic.twitter.com/8r7nG15JhS",,
,,Jan 9,"معاشرے,JusticeForZainab","معاشرے کے سوئے ہوئے ضمیر کو جگائیں گے اور انصاف کا مطالبہ کریں.
  #JusticeForZainab pic.twitter.com/yydpdjnck9",,
,,Jan 9,"آج,JusticeForZainab","آج چار روز کے بعد لاش گندگی کے ڈھیر سے برآمد ہوئی اطلاعات کے مطابق بچی کے بدقسمت والدین اغواء کے کچھ روز قبل ہی عمرہ کہ سعادت حاصل کرنے کے لیے گئے ہیں مگر درندوں نے انکی بچی کو اغواء کرکے مار ڈالا۔
  #JusticeForZainab",,
,,Jan 9,"A,JusticeForZainab","A girl was kidnapped and killed
#JusticeForZainab",,
,,Jan 9,"Where,JusticeForZainab","Where is humanity, law and society. Do Justice have justice 
#JusticeForZainab 
@mubasherlucman",,
,,Jan 9,"Use,JusticeForZainab","Use this hashtag
@hasanmsm
@alizymalik257
@Adeelyouna
@Ishtiaq5587
@AtiqRehmanPAT
#JusticeForZainab",,
