UserName,FullName,Date,First Hashtags,Alt Hashtags,Tweet,Retweets,Retweets (w/ Text),Likes,Likes (w/ Text),URL Path
@OzerKhalid @OzerKhalid @OzerKhalid @OzerKhalid @OzerKhalid,Özer Khalid‏ @OzerKhalid,17-Jan,"#Harassment,JusticeForZainab",#JusticeForZainab,"Sickening Child Abuse Stats
20% girls &boys exposed 2sexual #Harassment in Pk
47%=Relatives 43%Acquaintances! via Aahung
FIR lodged 10 days ago&all we get is a Phone Leak!
With CCTV footage,NADRA face recognition,GeoFencing
JUSTICE, DNA Analysis&Forensics a Must
#JusticeForZainab pic.twitter.com/BOHb55fGGZ",1 93 93 92 92,"Retweet
    
      
    93
  
  
    
      
      Retweeted
    
      
    93",,"Like
    
      
    92
  
  
    
      
      
      Liked
    
      
    92",/OzerKhalid/status/953547262847746048
@SafaMalikPK @SafaMalikPK @SafaMalikPK @SafaMalikPK @SafaMalikPK,Safa Malik‏ @SafaMalikPK,17-Jan,"#ChildAbuse,JusticeForZainab,JusticeForAllChildren,StopChildAbuse",#JusticeForZainab,"Read my friend @UmairSolangiPK's piece on #ChildAbuse.
#JusticeForZainab #JusticeForAllChildren #StopChildAbuse
https://www.samaa.tv/urdu/blogs/2018/01/1007092 …",22 22 28 28,"Retweet
    
      
    22
  
  
    
      
      Retweeted
    
      
    22",,"Like
    
      
    28
  
  
    
      
      
      Liked
    
      
    28",/SafaMalikPK/status/953541948861755392
@GFarooqi @GFarooqi @GFarooqi @GFarooqi @GFarooqi,Gharidah Farooqi‏Verified account @GFarooqi,16-Jan,"#Zainab,JusticeForAsma,JusticeForZainab,ZainabKoZindaRehnayDo,AsmaKoZindaRehnayDo",#JusticeForAsma,"PTI played politics on #Zainab case. Now PMLN settling score in Mardan case. PPP cashing both. 
Please don't feed the monster with your big egos. Let our kids survive ! 
#JusticeForAsma #JusticeForZainab #ZainabKoZindaRehnayDo #AsmaKoZindaRehnayDo",61 152 152 417 417,"Retweet
    
      
    152
  
  
    
      
      Retweeted
    
      
    152",,"Like
    
      
    417
  
  
    
      
      
      Liked
    
      
    417",/GFarooqi/status/953486392193114112
@SalmanNaseer @SalmanNaseer @SalmanNaseer @SalmanNaseer @SalmanNaseer,Salman.‏ @SalmanNaseer,16-Jan,#JusticeForZainab,,Not all heroes wear capes. #JusticeForZainab pic.twitter.com/Nv26BrTH11,1 14 14 24 24,"Retweet
    
      
    14
  
  
    
      
      Retweeted
    
      
    14",,"Like
    
      
    24
  
  
    
      
      
      Liked
    
      
    24",/SalmanNaseer/status/953479765276622848
@NatashaFatah @NatashaFatah @NatashaFatah @NatashaFatah @NatashaFatah,Natasha Fatah‏Verified account @NatashaFatah,16-Jan,"#MeToo,JusticeForZainab",,"Pakistan celebrities break taboo to reveal child sexual abuse
Three prominent women link up with #MeToo movement amid furore over rape and murder of seven-year-old girl #JusticeForZainab  https://www.theguardian.com/world/2018/jan/15/pakistan-celebrities-break-taboo-to-reveal-child-sexual-abuse …",8 26 26 42 42,"Retweet
    
      
    26
  
  
    
      
      Retweeted
    
      
    26",,"Like
    
      
    42
  
  
    
      
      
      Liked
    
      
    42",/NatashaFatah/status/953478784535048194
@AfreenHussainCh @AfreenHussainCh @AfreenHussainCh @AfreenHussainCh @AfreenHussainCh,Afreen Hussain‏ @AfreenHussainCh,16-Jan,"#JusticeForZainab,ArrestRanaSana,KharaSach",#ArrestRanaSana,"Is someone high-profile also part of Zainabs molestation and murder ?? it seems the kidnapper was one person where the molestor was the other! 
#JusticeForZainab #ArrestRanaSana 
Watch #KharaSach with @mubasherlucman full
https://youtu.be/Jp3jUqNrQWk pic.twitter.com/6quHVmgb7s",17 38 38 115 115,"Retweet
    
      
    38
  
  
    
      
      Retweeted
    
      
    38",,"Like
    
      
    115
  
  
    
      
      
      Liked
    
      
    115",/AfreenHussainCh/status/953430790947385344
@NJLahori @NJLahori @NJLahori @NJLahori @NJLahori,Nadia Jamil‏Verified account @NJLahori,16-Jan,#JusticeForZainab,,"Politicians will try 2 use her all they want BUT 
Zainab is a legend. That child has changed the way Pakistan talks about rape, child abuse, shaming women & so much more. She is a true shaheed. Zainab is NOT a trend. She was a child. Today she is a movement
#JusticeForZainab",18 79 79 217 217,"Retweet
    
      
    79
  
  
    
      
      Retweeted
    
      
    79",,"Like
    
      
    217
  
  
    
      
      
      Liked
    
      
    217",/NJLahori/status/953414392065949697
@HummaSaif @HummaSaif @HummaSaif @HummaSaif @HummaSaif,Dr Humma Saeef‏ @HummaSaif,16-Jan,"#justiceforzainab,fixyourself",#fixyourself,If you are posting under #justiceforzainab but have a child under 16 as a servant in your home #fixyourself first. This fight against lack of child protection laws in PK need to begin at home.,6 33 33 86 86,"Retweet
    
      
    33
  
  
    
      
      Retweeted
    
      
    33",,"Like
    
      
    86
  
  
    
      
      
      Liked
    
      
    86",/HummaSaif/status/953400252350033920
@kirankhanPPP @kirankhanPPP @kirankhanPPP @kirankhanPPP @kirankhanPPP,Kiran Aftab Khan‏ @kirankhanPPP,16-Jan,#JusticeForZainab,,"Peaceful Protest by Showbiz Media inside/ outside the City Court Karachi today
#JusticeForZainab pic.twitter.com/t4XBFz2Lvu",2 7 7 40 40,"Retweet
    
      
    7
  
  
    
      
      Retweeted
    
      
    7",,"Like
    
      
    40
  
  
    
      
      
      Liked
    
      
    40",/kirankhanPPP/status/953375001952088064
@Engr_Naveed111 @Engr_Naveed111 @Engr_Naveed111 @Engr_Naveed111 @Engr_Naveed111,MNA‏ @Engr_Naveed111,16-Jan,#JusticeForZainab,,"Leaked Call ! 
Excuse me for language used 
#JusticeForZainab pic.twitter.com/uS4GcqEMIU",7 54 54 87 87,"Retweet
    
      
    54
  
  
    
      
      Retweeted
    
      
    54",,"Like
    
      
    87
  
  
    
      
      
      Liked
    
      
    87",/Engr_Naveed111/status/953356524776194048
@iqrarulhassan @iqrarulhassan @iqrarulhassan @iqrarulhassan @iqrarulhassan,Iqrar ul Hassan Syed‏Verified account @iqrarulhassan,16-Jan,#JusticeForZainab,,"There's a breakthrough in Zainab's murder case... police arrested a man from Lahore, who reportedly confessed his crimes. The man is now with Kasur police for further investigations. #JusticeForZainab",348 911 911 4.0K 4.0K,"Retweet
    
      
    911
  
  
    
      
      Retweeted
    
      
    911",,"Like
    
      
    4.0K
  
  
    
      
      
      Liked
    
      
    4.0K",/iqrarulhassan/status/953352091153682432
@Wasim_Wazir @Wasim_Wazir @Wasim_Wazir @Wasim_Wazir @Wasim_Wazir,Tenacious IK‏ @Wasim_Wazir,16-Jan,#JusticeForZainab,,"Everyone of us having a Zainab in our homes. We must seek justice before it's too late.
#JusticeForZainab",1 38 38 72 72,"Retweet
    
      
    38
  
  
    
      
      Retweeted
    
      
    38",,"Like
    
      
    72
  
  
    
      
      
      Liked
    
      
    72",/Wasim_Wazir/status/953262992119992320
@janbaazAqib @janbaazAqib @janbaazAqib @janbaazAqib @janbaazAqib,Syed IUH Ka #JanBaaz 🇵🇰‏ @janbaazAqib,16-Jan,"#Zainab,SareAam,Punjab,JusticeForZainab",#SareAam,"7roz guzar gy abhi tak #Zainab
Ka qatil nhi pakra gya   #SareAam Lahore Janbaaz arranged a peace walk and protest against Rape and Brutal murder of 07 year Old Innocent girl Zainab in Kasur. 
At #Punjab Assembly
@GovtOfPunjab
@iqrarulhassan
@CMShehbaz
#JusticeForZainab pic.twitter.com/0kEjtuLhJI",5 29 29 54 54,"Retweet
    
      
    29
  
  
    
      
      Retweeted
    
      
    29",,"Like
    
      
    54
  
  
    
      
      
      Liked
    
      
    54",/janbaazAqib/status/953259710840541184
@yasmeen_9 @yasmeen_9 @yasmeen_9 @yasmeen_9 @yasmeen_9,Yasmeen Ali‏ @yasmeen_9,16-Jan,"#Zainab,JusticeForZainab",#JusticeForZainab,"I need to know who abducted #Zainab ? Who was the go between for the actual rapist? Who was the actual rapist & murderer? @CMShehbaz can we plz have some answers for the love of God?
#JusticeForZainab",6 14 14 31 31,"Retweet
    
      
    14
  
  
    
      
      Retweeted
    
      
    14",,"Like
    
      
    31
  
  
    
      
      
      Liked
    
      
    31",/yasmeen_9/status/953257825983180801
@WasayJalil @WasayJalil @WasayJalil @WasayJalil @WasayJalil,Wasay Jalil‏Verified account @WasayJalil,16-Jan,"#JusticeForZainab,JusticeForHasanZafarArif,Reponsibility",#JusticeForHasanZafarArif,"Y this delay is happening on chemical examination report on Prof Sb & who is in fear?? Except some,  media personalities are still quite now?? Why?? The way they demanded #JusticeForZainab then #JusticeForHasanZafarArif deserves the same media attention 
#Reponsibility lies on u2pic.twitter.com/MilTeNyut7",19 72 72 132 132,"Retweet
    
      
    72
  
  
    
      
      Retweeted
    
      
    72",,"Like
    
      
    132
  
  
    
      
      
      Liked
    
      
    132",/WasayJalil/status/953249962783014912
@sitaravirgo @sitaravirgo @sitaravirgo @sitaravirgo @sitaravirgo,SITARA S_group  🌟 🌺 🌸‏ @sitaravirgo,16-Jan,"#zainab,JusticeForZainab",#JusticeForZainab,"We all want justice for #zainab and all children who were abused,and dumped earlier
Unfortunately culprits roam freely with no fear of punishment
If once, a culprit is lynched to death or hanged publicly,  such animals will think twice before their evil desires #JusticeForZainab pic.twitter.com/Rui7OiYj1h",1 24 24 40 40,"Retweet
    
      
    24
  
  
    
      
      Retweeted
    
      
    24",,"Like
    
      
    40
  
  
    
      
      
      Liked
    
      
    40",/sitaravirgo/status/953235061951877120
@_RoyalBajwa_ @_RoyalBajwa_ @_RoyalBajwa_ @_RoyalBajwa_ @_RoyalBajwa_,▒▒ 🐎 Introvert  🐎▒▒‏ @_RoyalBajwa_,16-Jan,#JusticeForZainab,,"DPO who asked Zainab's relative for Rs10k as reward in finding child's dead body, is no less criminal than the animal who killed the girl, he should also be punished publically so that no other Policeman even think about such behavior. #JusticeForZainab",1 4 4 22 22,"Retweet
    
      
    4
  
  
    
      
      Retweeted
    
      
    4",,"Like
    
      
    22
  
  
    
      
      
      Liked
    
      
    22",/_RoyalBajwa_/status/953231849345703936
@_RoyalBajwa_ @_RoyalBajwa_ @_RoyalBajwa_ @_RoyalBajwa_ @_RoyalBajwa_,▒▒ 🐎 Introvert  🐎▒▒‏ @_RoyalBajwa_,16-Jan,#JusticeForZainab,,Not all the resemblances are coincidental. The killer of young Zainab resembles with Kasur's DPO Zulfiqar Ahmed a big time. Probably why Punjab Police released a fake sketch in the first place and then not being able to catch the killer in 6 days. #JusticeForZainab pic.twitter.com/N7PCm61Chh,3 13 13 31 31,"Retweet
    
      
    13
  
  
    
      
      Retweeted
    
      
    13",,"Like
    
      
    31
  
  
    
      
      
      Liked
    
      
    31",/_RoyalBajwa_/status/953229152920002560
@geonews_english @geonews_english @geonews_english @geonews_english @geonews_english,Geo English‏Verified account @geonews_english,16-Jan,"#talknow,JusticeForZainab,ZainabZindaHai",#JusticeForZainab,Balochistan education minister vows to introduce curriculum to present child abuse https://www.geo.tv/mustwatch/177143 …  #talknow #JusticeForZainab #ZainabZindaHaipic.twitter.com/Cnjfakll05,7 7 30 30,"Retweet
    
      
    7
  
  
    
      
      Retweeted
    
      
    7",,"Like
    
      
    30
  
  
    
      
      
      Liked
    
      
    30",/geonews_english/status/953225569814155264
@Sab_PK @Sab_PK @Sab_PK @Sab_PK @Sab_PK,اعوان‏ @Sab_PK,16-Jan,#justiceForZainab,,"A daughter is one of the most BEAUTIFUL gifts this world has to give. -Laurel Atherton
Still no #justiceForZainab beti",22 22 49 49,"Retweet
    
      
    22
  
  
    
      
      Retweeted
    
      
    22",,"Like
    
      
    49
  
  
    
      
      
      Liked
    
      
    49",/Sab_PK/status/953214212737781760
@sitaravirgo @sitaravirgo @sitaravirgo @sitaravirgo @sitaravirgo,SITARA S_group  🌟 🌺 🌸‏ @sitaravirgo,16-Jan,"#JusticeForZainab,Zainab",#Zainab,"#JusticeForZainab 
#Zainab you will never come back , but it is wish and dua , this tragedy should never happen again 
I think this type of training must be given to young children, instead of so called awarenesspic.twitter.com/SZdwfIHX9c",17 17 19 19,"Retweet
    
      
    17
  
  
    
      
      Retweeted
    
      
    17",,"Like
    
      
    19
  
  
    
      
      
      Liked
    
      
    19",/sitaravirgo/status/953211765676019717
@OyeQazilbash @OyeQazilbash @OyeQazilbash @OyeQazilbash @OyeQazilbash,Ali‏ @OyeQazilbash,16-Jan,#JusticeForZainab,,"Ladies and Gentleman in Lahore, take 90 minutes out of your precious time and give it to a cause. 
Friday 19th January 
Lalak Jan chowk
4 PM to 5:30 PM
#JusticeForZainab pic.twitter.com/5AqaJkyAmf",1 42 42 43 43,"Retweet
    
      
    42
  
  
    
      
      Retweeted
    
      
    42",,"Like
    
      
    43
  
  
    
      
      
      Liked
    
      
    43",/OyeQazilbash/status/953196272374165504
@SaffinaEllahi1 @SaffinaEllahi1 @SaffinaEllahi1 @SaffinaEllahi1 @SaffinaEllahi1 @JimGamble_INEQE,Saffina Ellahi‏ @SaffinaEllahi1 Jim GambleVerified account @JimGamble_INEQE,16-Jan,#JusticeForZainab,,"In light of #JusticeForZainab & child sexual abuse, plz ALL read/share/RT this FULL article. This man knows his stuff-I’ve met him, think very highly of @JimGamble_INEQE & heard him speak. He is an authority in his field. 
Cc @CMShehbaz 
Cc @ImranKhan
Cc @BBhuttoZardarihttps://twitter.com/jimgamble_ineqe/status/952925801888043009 … My recent blog on #PaedophileHunters They’re not & cannot be the answer. It’s not about trg our #Police are the best in the world at this. It’s abt capacity & leadership that’s willing to challenge & innovate. …",4 63 63 62 62,"Retweet
    
      
    63
  
  
    
      
      Retweeted
    
      
    63",,"Like
    
      
    62
  
  
    
      
      
      Liked
    
      
    62",/SaffinaEllahi1/status/953193888948326401
@RabiaAnumm @RabiaAnumm @RabiaAnumm @RabiaAnumm @RabiaAnumm,Rabia Anum‏Verified account @RabiaAnumm,16-Jan,#JusticeForZainab,,8 days Today! Zainab’s killer is still free. Don’t Forget #JusticeForZainab,134 425 425 2.0K 2.0K,"Retweet
    
      
    425
  
  
    
      
      Retweeted
    
      
    425",,"Like
    
      
    2.0K
  
  
    
      
      
      Liked
    
      
    2.0K",/RabiaAnumm/status/953186396960935936
@OneDayWeWill_ @OneDayWeWill_ @OneDayWeWill_ @OneDayWeWill_ @OneDayWeWill_,❝Maybe‏ @OneDayWeWill_,15-Jan,"#NoMoreChildAbuse,MeToo,JusticeForZainab",#JusticeForZainab,My story #NoMoreChildAbuse #MeToo #JusticeForZainab pic.twitter.com/j04J4IWuYN,19 14 14 49 49,"Retweet
    
      
    14
  
  
    
      
      Retweeted
    
      
    14",,"Like
    
      
    49
  
  
    
      
      
      Liked
    
      
    49",/OneDayWeWill_/status/953147759191732224
@Shehla_Rashid @Shehla_Rashid @Shehla_Rashid @Shehla_Rashid @Shehla_Rashid,Shehla Rashid‏Verified account @Shehla_Rashid,15-Jan,"#JusticeForZainab,JindGangRape",#JindGangRape,"From the point of view of a minor girl who is gangraped and battered, what exactly is the difference between India and Pakistan? What exactly is nationalism and patriotism when the so-called ""love for nation"" doesn't extend to the nation's women?
#JusticeForZainab
#JindGangRape",90 406 406 1.2K 1.2K,"Retweet
    
      
    406
  
  
    
      
      Retweeted
    
      
    406",,"Like
    
      
    1.2K
  
  
    
      
      
      Liked
    
      
    1.2K",/Shehla_Rashid/status/953139376896270336
@AonAbbasPTI @AonAbbasPTI @AonAbbasPTI @AonAbbasPTI @AonAbbasPTI,Aon Abbas Buppi‏ @AonAbbasPTI,15-Jan,#JusticeForZainab,,"Chinese were employing pure colloquial use of ‘Punjab Speed’ to refer Showbaz's performance. Here is why they need to reconsider.Shame on CM, IG Punjab and PML(N).
#JusticeForZainab",1 32 32 47 47,"Retweet
    
      
    32
  
  
    
      
      Retweeted
    
      
    32",,"Like
    
      
    47
  
  
    
      
      
      Liked
    
      
    47",/AonAbbasPTI/status/953139097677320192
@Sehrishejaz5 @Sehrishejaz5 @Sehrishejaz5 @Sehrishejaz5 @Sehrishejaz5,Sehrish Ejaz Abbasi‏ @Sehrishejaz5,15-Jan,#JusticeForZainab,,"We don't forget & we will not let them forget, till the matter is not concluded by hanging up offenders in front of nation to save rest of Zainabs of my Country.
 #JusticeForZainab",1 23 23 40 40,"Retweet
    
      
    23
  
  
    
      
      Retweeted
    
      
    23",,"Like
    
      
    40
  
  
    
      
      
      Liked
    
      
    40",/Sehrishejaz5/status/953074410440798208
@miamagnone @miamagnone @miamagnone @miamagnone @miamagnone,Mia Magnone‏ @miamagnone,15-Jan,#JusticeForZainab,,"In case you were curious about my last tweet, Zainab was a 7-year old girl, sexually assulted and murdered after being kidnapped from her home in Pakistan. Little coffins are the heaviest #JusticeForZainab",1 14 14 21 21,"Retweet
    
      
    14
  
  
    
      
      Retweeted
    
      
    14",,"Like
    
      
    21
  
  
    
      
      
      Liked
    
      
    21",/miamagnone/status/953046906380406784
@Iram_Ahmad_Khan @Iram_Ahmad_Khan @Iram_Ahmad_Khan @Iram_Ahmad_Khan @Iram_Ahmad_Khan,Iram Ahmad Khan‏ @Iram_Ahmad_Khan,15-Jan,"#JusticeForZainab,ZainabZindaHai",#ZainabZindaHai,"Allah knows the better. Even I can relate the pictures, why @CMShehbaz can’t?
#JusticeForZainab #ZainabZindaHaipic.twitter.com/9Vb5rUB11K",16 60 60 100 100,"Retweet
    
      
    60
  
  
    
      
      Retweeted
    
      
    60",,"Like
    
      
    100
  
  
    
      
      
      Liked
    
      
    100",/Iram_Ahmad_Khan/status/953009910371028992
@iLaibaShahid @iLaibaShahid @iLaibaShahid @iLaibaShahid @iLaibaShahid,🔥‏ @iLaibaShahid,15-Jan,"#ZainabZindaHai,JusticeForZainab",#JusticeForZainab,"On my Birthday... I'm still heart broken Coz I just suppose if I was Zainab ....that thought is enough ...i can't think about that anymore.... And that's all... I'm sorry Zainab I can do nothing but raise my voice against Culprits...!! 
#ZainabZindaHai
#JusticeForZainab",4 6 6 23 23,"Retweet
    
      
    6
  
  
    
      
      Retweeted
    
      
    6",,"Like
    
      
    23
  
  
    
      
      
      Liked
    
      
    23",/iLaibaShahid/status/952962975492726786
@DunyaNews @DunyaNews @DunyaNews @DunyaNews @DunyaNews,Dunya News‏Verified account @DunyaNews,15-Jan,"#DunyaVideos,ChildAbuse,ZainabZindaHai,DunyaNews,JusticeForZainab",#ChildAbuse,"#DunyaVideos: There are many people in our society who are a victim of #ChildAbuse at different stages of their lives but their voices are always suppressed in the name of honour, Actress Ayesha Omar tells @FrontlineKamran 
#ZainabZindaHai #DunyaNews #JusticeForZainab pic.twitter.com/dVLlU9QZ5n",2 14 14 35 35,"Retweet
    
      
    14
  
  
    
      
      Retweeted
    
      
    14",,"Like
    
      
    35
  
  
    
      
      
      Liked
    
      
    35",/DunyaNews/status/952955419504332801
@DunyaNews @DunyaNews @DunyaNews @DunyaNews @DunyaNews,Dunya News‏Verified account @DunyaNews,15-Jan,"#DunyaVideos,ChildAbuse,JusticeForZainab,ZainabZindaHai,DunyaNews,DunyaUpdates",#ChildAbuse,"#DunyaVideos: #ChildAbuse is a major issue all over the world but the other countries are maintaining the rule of law and our country is unfortunate in this regard, Film Actress Reema Khan tells @FrontlineKamran 
#JusticeForZainab #ZainabZindaHai #DunyaNews #DunyaUpdatespic.twitter.com/v4fFSRggB8",2 10 10 43 43,"Retweet
    
      
    10
  
  
    
      
      Retweeted
    
      
    10",,"Like
    
      
    43
  
  
    
      
      
      Liked
    
      
    43",/DunyaNews/status/952953492649496577
@RabiaAnumm @RabiaAnumm @RabiaAnumm @RabiaAnumm @RabiaAnumm,Rabia Anum‏Verified account @RabiaAnumm,15-Jan,"#Don,JusticeForZainab",#JusticeForZainab,7 days Today! Zainab’s killer is still free. #Don’tForget #JusticeForZainab,92 280 280 1.2K 1.2K,"Retweet
    
      
    280
  
  
    
      
      Retweeted
    
      
    280",,"Like
    
      
    1.2K
  
  
    
      
      
      Liked
    
      
    1.2K",/RabiaAnumm/status/952949209182949377
@Kaleri_ZaminPPP @Kaleri_ZaminPPP @Kaleri_ZaminPPP @Kaleri_ZaminPPP @Kaleri_ZaminPPP,Zamin kaleri‏ @Kaleri_ZaminPPP,15-Jan,#JusticeForZainab,,"A dirty fish of society notorious the whole country around the world, And the criminal beast is still out of the grip of the law. @CMShehbaz Where is your Good Governance ? @BBhuttoZardari
#JusticeForZainab 
@sherryrehmanpic.twitter.com/9t1xIp0AhC",1 33 33 52 52,"Retweet
    
      
    33
  
  
    
      
      Retweeted
    
      
    33",,"Like
    
      
    52
  
  
    
      
      
      Liked
    
      
    52",/Kaleri_ZaminPPP/status/952945477921722368
@AnjumIqbalPTI @AnjumIqbalPTI @AnjumIqbalPTI @AnjumIqbalPTI @AnjumIqbalPTI,Anjum Iqbal - PTI‏ @AnjumIqbalPTI,15-Jan,"#JusticeForZainab,ZainabZindaHai",#ZainabZindaHai,"This criminal must be punished...
Retweet and viral his picture...
#JusticeForZainab is our priority...
#ZainabZindaHaipic.twitter.com/simkR9wb07",16 125 125 107 107,"Retweet
    
      
    125
  
  
    
      
      Retweeted
    
      
    125",,"Like
    
      
    107
  
  
    
      
      
      Liked
    
      
    107",/AnjumIqbalPTI/status/952944400837029888
@AnjumIqbalPTI @AnjumIqbalPTI @AnjumIqbalPTI @AnjumIqbalPTI @AnjumIqbalPTI,Anjum Iqbal - PTI‏ @AnjumIqbalPTI,15-Jan,"#JusticeForZainab,ZainabZindaHai",#ZainabZindaHai,"Justice delayed is justice denied..
Whole Pakistan is waiting for #JusticeForZainab 
We are unable to forget you little doll... You are alive here in our hearts...
#ZainabZindaHaipic.twitter.com/OifRfUjTMQ",8 123 123 178 178,"Retweet
    
      
    123
  
  
    
      
      Retweeted
    
      
    123",,"Like
    
      
    178
  
  
    
      
      
      Liked
    
      
    178",/AnjumIqbalPTI/status/952943895146573825
@Aries_0831 @Aries_0831 @Aries_0831 @Aries_0831 @Aries_0831,SaRdAr ReHaN  🇵🇰‏ @Aries_0831,15-Jan,"#Zainab,JusticeForZainab,Justice4Zainab",#JusticeForZainab,"CCTV footage of Zainab’s rapist & killer is clearly captured !
Shared this as much as you can ! We want publicly capital punishment for this animal ! we want justice for little #Zainab 
 
#JusticeForZainab
#Justice4Zainabpic.twitter.com/KBr7Wc1gaN",23 146 146 129 129,"Retweet
    
      
    146
  
  
    
      
      Retweeted
    
      
    146",,"Like
    
      
    129
  
  
    
      
      
      Liked
    
      
    129",/Aries_0831/status/952941708018356227
@The_Global_Kmr @The_Global_Kmr @The_Global_Kmr @The_Global_Kmr @The_Global_Kmr,The Global Kashmir‏ @The_Global_Kmr,15-Jan,"#Kashmir,Zainab,JusticeForZainab",#Zainab,"#Kashmir
A Candle Light vigil was organized by Local youth of South Kashmir’s islamabad (Anantnag) town today at Lal Chowck area in Solidarity with #Zainab
#JusticeForZainab pic.twitter.com/nIjNw4uUax",2 34 34 71 71,"Retweet
    
      
    34
  
  
    
      
      Retweeted
    
      
    34",,"Like
    
      
    71
  
  
    
      
      
      Liked
    
      
    71",/The_Global_Kmr/status/952923297708064768
@AsimAzharr @AsimAzharr @AsimAzharr @AsimAzharr @AsimAzharr,Asim Azhar‏Verified account @AsimAzharr,15-Jan,"#JusticeForZainab,JusticeForAll",#JusticeForAll,Karachiiii  always so beautiful. Thank you for listening & letting me speak on this important issue between the show. I love you  hope you had fun!!! #JusticeForZainab #JusticeForAllpic.twitter.com/6TodzITzyH,20 58 58 583 583,"Retweet
    
      
    58
  
  
    
      
      Retweeted
    
      
    58",,"Like
    
      
    583
  
  
    
      
      
      Liked
    
      
    583",/AsimAzharr/status/952920702788751360
@Kashmir_rise @Kashmir_rise @Kashmir_rise @Kashmir_rise @Kashmir_rise,ارشاد نبی‏ @Kashmir_rise,15-Jan,"#Kashmir,JusticeForZainab",#JusticeForZainab,"Students Light candles and earthen lamps to condemn the rape and murder of 7-year-old girl Zainab Ansari in Kasur, during a candlelight vigil in Lal chowk Anantnag #Kashmir #JusticeForZainab 
 Muneeb Ul Islam pic.twitter.com/4Wpi0dErcy",36 36 46 46,"Retweet
    
      
    36
  
  
    
      
      Retweeted
    
      
    36",,"Like
    
      
    46
  
  
    
      
      
      Liked
    
      
    46",/Kashmir_rise/status/952916771446571008
@NH7445 @NH7445 @NH7445 @NH7445 @NH7445,Najam ul hassan‏ @NH7445,15-Jan,"#IslamDignifiesWomen,JusticeForZainab,ZainabKoInsaafDo,IKinkarak,مجروں_سے_معرفت_تک,JusticeForTanzila",#JusticeForZainab,Islam gives order to women to hide her parts of body if women will follow this order then they will be safe and in this women's dignifes #IslamDignifiesWomen #JusticeForZainab #ZainabKoInsaafDo #IKinkarak #مجروں_سے_معرفت_تک #JusticeForTanzila,20 20 25 25,"Retweet
    
      
    20
  
  
    
      
      Retweeted
    
      
    20",,"Like
    
      
    25
  
  
    
      
      
      Liked
    
      
    25",/NH7445/status/952912621849731073
@11thhourARY @11thhourARY @11thhourARY @11thhourARY @11thhourARY,11th Hour ARY News‏ @11thhourARY,15-Jan,"#11thHour,Qasur,JusticeForZainab,JusticeForAllChildren",#Qasur,"Watch #11thHour Special from Qasur with @WaseemBadami at 11:03 PM.
#Qasur
#JusticeForZainab 
#JusticeForAllChildrenpic.twitter.com/1wmKWXUFg3",12 43 43 163 163,"Retweet
    
      
    43
  
  
    
      
      Retweeted
    
      
    43",,"Like
    
      
    163
  
  
    
      
      
      Liked
    
      
    163",/11thhourARY/status/952906554474459136
@MalikAdil201 @MalikAdil201 @MalikAdil201 @MalikAdil201 @MalikAdil201,Malik Adil‏ @MalikAdil201,15-Jan,"#Korangi,MQMPakistan,JusticeForZainab",#MQMPakistan,"Protest and vigil today at #Korangi Malir District by #MQMPakistan to show solidarity with victims of chils abuse & Rape .
#JusticeForZainab
MNA @SsamanJay
MPA @HeerSoho
MPA @naheedbegum2
Chairman @snayyarrazapic.twitter.com/JoOBzfFMhr",4 23 23 25 25,"Retweet
    
      
    23
  
  
    
      
      Retweeted
    
      
    23",,"Like
    
      
    25
  
  
    
      
      
      Liked
    
      
    25",/MalikAdil201/status/952899221774110720
@GovtOfPunjab @GovtOfPunjab @GovtOfPunjab @GovtOfPunjab @GovtOfPunjab,Govt Of The Punjab‏Verified account @GovtOfPunjab,15-Jan,#JusticeForZainab,,"Zainab murder case is a humanitarian issue & a call for justice for Zainab is a national call. Her father, Mohd. Amin, expresses his satisfaction on the police investigation so far. Govt is using all its resources to resolve this case as soon as possible #JusticeForZainab pic.twitter.com/kKtX9QH6Zy",9 63 63 128 128,"Retweet
    
      
    63
  
  
    
      
      Retweeted
    
      
    63",,"Like
    
      
    128
  
  
    
      
      
      Liked
    
      
    128",/GovtOfPunjab/status/952899037270892544
@AbiTariq2 @AbiTariq2 @AbiTariq2 @AbiTariq2 @AbiTariq2,AbiTariq2‏ @AbiTariq2,15-Jan,#JusticeForZainab,,"#JusticeForZainab
a 7-year old abducted, raped, and strangled to death behind a garbage dump. demand justice in Pakistan .
@TahirulQadri @Qasim_Ejaz1 @AhmadNawazPAT @roshnihyrasta @SaharBeenpic.twitter.com/36iMlvVSNI",3 18 18 21 21,"Retweet
    
      
    18
  
  
    
      
      Retweeted
    
      
    18",,"Like
    
      
    21
  
  
    
      
      
      Liked
    
      
    21",/AbiTariq2/status/952898930530013189
@Minhajian @Minhajian @Minhajian @Minhajian @Minhajian,Abdul Sattar‏ @Minhajian,15-Jan,"#JusticeForZainab,JusticeForTanzila,ZainabZindaHai",#JusticeForTanzila,"Mr Chief Minister!
If you are serious to provide #JusticeForZainab you should first provide #JusticeForTanzila 
#ZainabZindaHai",1 28 28 30 30,"Retweet
    
      
    28
  
  
    
      
      Retweeted
    
      
    28",,"Like
    
      
    30
  
  
    
      
      
      Liked
    
      
    30",/Minhajian/status/952892688621363201
