UserName,FullName,Date,First Hashtags,Alt Hashtags,Tweet,Retweets,Retweets (w/ Text),Likes,Likes (w/ Text),URL Path
@MehrTarar @MehrTarar @MehrTarar @MehrTarar @MehrTarar,Mehr Tarar‏Verified account @MehrTarar,15h15 hours ago,,,"Rana Sanaulllah's comment on women who attended the PTI jalsa is nothing but a classic case of rabid hatred for Imran Khan.
Jab PTI ke kamyaab jalse se bahut takleef ho rahi ho toh PTI aurton ko attack karlo. Purana hogaya yeh tactic PMLN, aap log sirf Burnol ki franchise le lo pic.twitter.com/ZN1XaWoftq",64 359 359 749 749,"Retweet
    
      
    359
  
  
    
      
      Retweeted
    
      
    359",,"Like
    
      
    749
  
  
    
      
      
      Liked
    
      
    749",/MehrTarar/status/990953271400521729
@ChMSarwar @ChMSarwar @ChMSarwar @ChMSarwar @ChMSarwar,Mohammad Sarwar‏Verified account @ChMSarwar,3h3 hours ago,,,I strongly condemn the rude & inappropriate language used by some politicians against PTI women. It shows how low people can get for political scoring!,11 42 42 248 248,"Retweet
    
      
    42
  
  
    
      
      Retweeted
    
      
    42",,"Like
    
      
    248
  
  
    
      
      
      Liked
    
      
    248",/ChMSarwar/status/991128370829254656
@GAMIR_INC @GAMIR_INC @GAMIR_INC @GAMIR_INC @GAMIR_INC,Ghulam Ahmad Mir‏Verified account @GAMIR_INC,22h22 hours ago,#WhyNotHer,,Education and Empowerment of Women is necessary to make India a developed nation. Congress has always promoted women in all spheres of life. #WhyNotHer,4 126 126 185 185,"Retweet
    
      
    126
  
  
    
      
      Retweeted
    
      
    126",,"Like
    
      
    185
  
  
    
      
      
      Liked
    
      
    185",/GAMIR_INC/status/990840493197221888
@PreetHoneyInsan @PreetHoneyInsan @PreetHoneyInsan @PreetHoneyInsan @PreetHoneyInsan,pl@h@HI‏ @PreetHoneyInsan,26-Apr,"#SaintDrGurmeetRamRahimJi_Initiative102,SaveTheTinyHardship",#SaveTheTinyHardship,"Say No to Child Labour. Its the #SaintDrGurmeetRamRahimJi_Initiative102
#SaveTheTinyHardship to support the better life of children. pic.twitter.com/ho9mLErctu",2 103 103 30 30,"Retweet
    
      
    103
  
  
    
      
      Retweeted
    
      
    103",,"Like
    
      
    30
  
  
    
      
      
      Liked
    
      
    30",/PreetHoneyInsan/status/989504448555708416
@zartajgulwazir @zartajgulwazir @zartajgulwazir @zartajgulwazir @zartajgulwazir,Zartaj Gul Wazir‏ @zartajgulwazir,9h9 hours ago,#PTIForWomenEmpowerment,,"#PTIForWomenEmpowerment
I'm proud to be a member of a political party which values and cherishes the role of females in national politics!
Amongst many females in the PTI Core Committee, I have always felt that honour and privilege in all PTI meetings.
Thank you @ImranKhanPTI! pic.twitter.com/qOuoMqHpsh",55 194 194 1.3K 1.3K,"Retweet
    
      
    194
  
  
    
      
      Retweeted
    
      
    194",,"Like
    
      
    1.3K
  
  
    
      
      
      Liked
    
      
    1.3K",/zartajgulwazir/status/991036463696482304
@komalkamboj24 @komalkamboj24 @komalkamboj24 @komalkamboj24 @komalkamboj24,komal kamboj lnsan‏ @komalkamboj24,25-Apr,"#शाही_आसरा,SaintDrGurmeetRamRahimJi_Initiative100",#SaintDrGurmeetRamRahimJi_Initiative100,"#शाही_आसरा
#SaintDrGurmeetRamRahimJi_Initiative100 provide not shelter only but provide all facilities to them which provides to normal child by guru ji pic.twitter.com/Qh8VIeiTk8",2 107 107 34 34,"Retweet
    
      
    107
  
  
    
      
      Retweeted
    
      
    107",,"Like
    
      
    34
  
  
    
      
      
      Liked
    
      
    34",/komalkamboj24/status/989147125316399104
@Toorjaswinder1 @Toorjaswinder1 @Toorjaswinder1 @Toorjaswinder1 @Toorjaswinder1,🇮🇳Jaswinder Toor 🇮🇳‏ @Toorjaswinder1,25-Apr,"#बाल_रक्षक,SaintDrGurmeetRamRahimJi_Initiative101",#SaintDrGurmeetRamRahimJi_Initiative101,#बाल_रक्षक #SaintDrGurmeetRamRahimJi_Initiative101 ! This is about to stop child labour and also help the needy child by giving them Education! pic.twitter.com/PO5xqzK1h2,131 131 33 33,"Retweet
    
      
    131
  
  
    
      
      Retweeted
    
      
    131",,"Like
    
      
    33
  
  
    
      
      
      Liked
    
      
    33",/Toorjaswinder1/status/989314351776587776
@insan_smiley @insan_smiley @insan_smiley @insan_smiley @insan_smiley,smiley insan‏ @insan_smiley,25-Apr,"#बाल_रक्षक,SaintDrGurmeetRamRahimJi_Initiative101",#SaintDrGurmeetRamRahimJi_Initiative101,"#बाल_रक्षक
#SaintDrGurmeetRamRahimJi_Initiative101 Every child has a right to be educated,to play nd to enjoy his or her childhood pic.twitter.com/bFvgjTG39m",80 80 20 20,"Retweet
    
      
    80
  
  
    
      
      Retweeted
    
      
    80",,"Like
    
      
    20
  
  
    
      
      
      Liked
    
      
    20",/insan_smiley/status/989313374679846912
@Kamlesh_insan_ @Kamlesh_insan_ @Kamlesh_insan_ @Kamlesh_insan_ @Kamlesh_insan_,❤️Kamlesh Insan ❤️‏ @Kamlesh_insan_,3h3 hours ago,"#सच्ची_शिक्षा,SaintDrGurmeetRamRahimJi_Initiative106",#SaintDrGurmeetRamRahimJi_Initiative106,"St. @Gurmeetramrahim ji 
The families having low per capita income, which cannot support the education of their children, are helped in @derasachasauda
These institutions do not discriminate or any basis whatsoever..
#सच्ची_शिक्षा 
#SaintDrGurmeetRamRahimJi_Initiative106 pic.twitter.com/odONZrXB1A",94 94 34 34,"Retweet
    
      
    94
  
  
    
      
      Retweeted
    
      
    94",,"Like
    
      
    34
  
  
    
      
      
      Liked
    
      
    34",/Kamlesh_insan_/status/991128615403241473
@poonamarora661 @poonamarora661 @poonamarora661 @poonamarora661 @poonamarora661,🐯 🐯Pooja Arora 💖 💖‏ @poonamarora661,2h2 hours ago,"#सच्ची_शिक्षा,SaintDrGurmeetRamRahimJi_Initiative106",#SaintDrGurmeetRamRahimJi_Initiative106,"#सच्ची_शिक्षा
#SaintDrGurmeetRamRahimJi_Initiative106
In dss school all teachings by practical which today's very necessary for children. pic.twitter.com/jJUuBK8Wms",1 12 12 6 6,"Retweet
    
      
    12
  
  
    
      
      Retweeted
    
      
    12",,"Like
    
      
    6
  
  
    
      
      
      Liked
    
      
    6",/poonamarora661/status/991146457620086784
@Rehmanghani13 @Rehmanghani13 @Rehmanghani13 @Rehmanghani13 @Rehmanghani13,R.Ghani 😎‏ @Rehmanghani13,11h11 hours ago,,,"We can easily forgive a child who is 
afraid of the dark; the real tragedy of life is when men are afraid of the light",2 30 30 98 98,"Retweet
    
      
    30
  
  
    
      
      Retweeted
    
      
    30",,"Like
    
      
    98
  
  
    
      
      
      Liked
    
      
    98",/Rehmanghani13/status/991009609254100992
@StereoWrite_ @StereoWrite_ @StereoWrite_ @StereoWrite_ @StereoWrite_,Maimoona‏ @StereoWrite_,29-Apr,,,Imran Khan repeating the same speech for gazillion times. A child crying to be a PM. Please find someone better to write for you,21 67 67 199 199,"Retweet
    
      
    67
  
  
    
      
      Retweeted
    
      
    67",,"Like
    
      
    199
  
  
    
      
      
      Liked
    
      
    199",/StereoWrite_/status/990645023703228422
@ItsParvInsa @ItsParvInsa @ItsParvInsa @ItsParvInsa @ItsParvInsa,Parv Insa Parveen‏ @ItsParvInsa,50m50 minutes ago,"#सच्ची_शिक्षा,SaintDrGurmeetRamRahimJi_Initiative106",#SaintDrGurmeetRamRahimJi_Initiative106,"#सच्ची_शिक्षा #SaintDrGurmeetRamRahimJi_Initiative106 
A New & Wonderful ways and tricks for teaching New skills to children.
In Saint MSG's schools pic.twitter.com/8Pihv8hjOt",13 13 5 5,"Retweet
    
      
    13
  
  
    
      
      Retweeted
    
      
    13",,"Like
    
      
    5
  
  
    
      
      
      Liked
    
      
    5",/ItsParvInsa/status/991161322745225216
@jeewan15224 @jeewan15224 @jeewan15224 @jeewan15224 @jeewan15224,Jeewanjot insan‏ @jeewan15224,25-Apr,"#बाल_रक्षक,SaintDrGurmeetRamRahimJi_Initiative101",#SaintDrGurmeetRamRahimJi_Initiative101,"#बाल_रक्षक
#SaintDrGurmeetRamRahimJi_Initiative101 
child labour should be bann.. pic.twitter.com/yNWn21Nm74",43 43 12 12,"Retweet
    
      
    43
  
  
    
      
      Retweeted
    
      
    43",,"Like
    
      
    12
  
  
    
      
      
      Liked
    
      
    12",/jeewan15224/status/989353448205307904
