UserName,FullName,Date,First Hashtags,Alt Hashtags,Tweet,Retweets,Retweets (w/ Text),Likes,Likes (w/ Text),URL Path
@preety799 @preety799 @preety799 @preety799 @preety799,🌻MÎŚŚ_PŘÊĚŤÍ 🌻‏ @preety799,29-Apr,"#शैतानियत_बंद,SaintDrGurmeetRamRahimJi_Initiative105",#SaintDrGurmeetRamRahimJi_Initiative105,"Lobbying governments and other partners to develop laws and strengthen child protection systems to prevent and respond to violence and abuse.
#शैतानियत_बंद
#SaintDrGurmeetRamRahimJi_Initiative105",1 137 137 57 57,"Retweet
    
      
    137
  
  
    
      
      Retweeted
    
      
    137",,"Like
    
      
    57
  
  
    
      
      
      Liked
    
      
    57",/preety799/status/990762382292148224
@anchalinsan @anchalinsan @anchalinsan @anchalinsan @anchalinsan,Anchal Garg‏ @anchalinsan,29-Apr,"#शैतानियत_बंद,SaintDrGurmeetRamRahimJi_Initiative105",#SaintDrGurmeetRamRahimJi_Initiative105,"In d present era & specially in our country..child trafficking is a big issue in many parts of India and baba @Gurmeetramrahim ji taking a step to resist child trafficking by creating teams to check it under d #शैतानियत_बंद
#SaintDrGurmeetRamRahimJi_Initiative105 pic.twitter.com/3DXZtHH88E",109 109 39 39,"Retweet
    
      
    109
  
  
    
      
      Retweeted
    
      
    109",,"Like
    
      
    39
  
  
    
      
      
      Liked
    
      
    39",/anchalinsan/status/990760794735464449
@ItsPreetiYadav @ItsPreetiYadav @ItsPreetiYadav @ItsPreetiYadav @ItsPreetiYadav,Preeti Yadav‏ @ItsPreetiYadav,29-Apr,"#शैतानियत_बंद,SaintDrGurmeetRamRahimJi_Initiative105",#SaintDrGurmeetRamRahimJi_Initiative105,"It is extremely alarming that such a serious crime and breach of the human rights to freedom is occurring so often and throughout so many regions of the world. 
#शैतानियत_बंद
#SaintDrGurmeetRamRahimJi_Initiative105 is Resisting child trafficking by creating teams to check it pic.twitter.com/YBR6Zi0Rov",101 101 34 34,"Retweet
    
      
    101
  
  
    
      
      Retweeted
    
      
    101",,"Like
    
      
    34
  
  
    
      
      
      Liked
    
      
    34",/ItsPreetiYadav/status/990760780956975104
@sahilkumar1215 @sahilkumar1215 @sahilkumar1215 @sahilkumar1215 @sahilkumar1215,SAHIL KUMAR‏ @sahilkumar1215,29-Apr,"#शैतानियत_बंद,SaintDrGurmeetRamRahimJi_Initiative105",#SaintDrGurmeetRamRahimJi_Initiative105,"#शैतानियत_बंद
#SaintDrGurmeetRamRahimJi_Initiative105
Stop Child trafficking pic.twitter.com/dZOH8zfHKr",48 48 7 7,"Retweet
    
      
    48
  
  
    
      
      Retweeted
    
      
    48",,"Like
    
      
    7
  
  
    
      
      
      Liked
    
      
    7",/sahilkumar1215/status/990745388230430721
@sidhupreet220 @sidhupreet220 @sidhupreet220 @sidhupreet220 @sidhupreet220,Gaganpreet Insan‏ @sidhupreet220,26-Apr,"#SaveTheTinyHardship,SaintDrGurmeetRamRahimJi_Initiative102",#SaintDrGurmeetRamRahimJi_Initiative102,"There is strict need to stop child labor in this country. Awareness must be raised and the attention of parents ought to be diverted to the education of their children.
#SaveTheTinyHardship
#SaintDrGurmeetRamRahimJi_Initiative102 pic.twitter.com/lMfV0mXwmI",7 98 98 34 34,"Retweet
    
      
    98
  
  
    
      
      Retweeted
    
      
    98",,"Like
    
      
    34
  
  
    
      
      
      Liked
    
      
    34",/sidhupreet220/status/989508902457753600
@KkkRuby @KkkRuby @KkkRuby @KkkRuby @KkkRuby,Ruby Kkk‏ @KkkRuby,26-Apr,"#SaveTheTinyHardship,SaintDrGurmeetRamRahimJi_Initiative102",#SaintDrGurmeetRamRahimJi_Initiative102,"*#SaveTheTinyHardship*
*#SaintDrGurmeetRamRahimJi_Initiative102* children has the age to live their life enjoy fully not to do labour.",54 54 10 10,"Retweet
    
      
    54
  
  
    
      
      Retweeted
    
      
    54",,"Like
    
      
    10
  
  
    
      
      
      Liked
    
      
    10",/KkkRuby/status/989507174203248640
@poonam77poonam @poonam77poonam @poonam77poonam @poonam77poonam @poonam77poonam,poonam‏ @poonam77poonam,26-Apr,"#SaveTheTinyHardship,SaintDrGurmeetRamRahimJi_Initiative102",#SaintDrGurmeetRamRahimJi_Initiative102,"#SaveTheTinyHardship
#SaintDrGurmeetRamRahimJi_Initiative102 
 A great initiative by
@derasachasauda under the pious guidance of Revered Saint
@Gurmeetramrahim to stop child labour",80 80 17 17,"Retweet
    
      
    80
  
  
    
      
      Retweeted
    
      
    80",,"Like
    
      
    17
  
  
    
      
      
      Liked
    
      
    17",/poonam77poonam/status/989507160022413312
@Priyans39943178 @Priyans39943178 @Priyans39943178 @Priyans39943178 @Priyans39943178,Priyanshu insan‏ @Priyans39943178,26-Apr,"#SaveTheTinyHardship,SaintDrGurmeetRamRahimJi_Initiative102",#SaintDrGurmeetRamRahimJi_Initiative102,"Child Labor refer to the employment of children in places which deprives them of normal education, joys of childhood nd is also potentially harmful nd dangerous for the overall growth nd development of an individual
*#SaveTheTinyHardship*
*#SaintDrGurmeetRamRahimJi_Initiative102* pic.twitter.com/hoc4J780a0",90 90 19 19,"Retweet
    
      
    90
  
  
    
      
      Retweeted
    
      
    90",,"Like
    
      
    19
  
  
    
      
      
      Liked
    
      
    19",/Priyans39943178/status/989505527443935233
@ah02378 @ah02378 @ah02378 @ah02378 @ah02378,ਇੱਕ ਉਡੀਕ 😢ਤੇਰੇ ਆਉਣ ਦੀ.... Ⓜ 💲G‏ @ah02378,25-Apr,"#SaintDrGurmeetRamRahimJi_Initiative101,बाल_रक्षक",#बाल_रक्षक,"Under #SaintDrGurmeetRamRahimJi_Initiative101 #बाल_रक्षक @derasachasauda volunteers, who are working take night class to educate poor & destitute children for humanity & attaining grace & blessing from their almighty @Gurmeetramrahim ji pic.twitter.com/qAIfjyYuP6",74 74 16 16,"Retweet
    
      
    74
  
  
    
      
      Retweeted
    
      
    74",,"Like
    
      
    16
  
  
    
      
      
      Liked
    
      
    16",/ah02378/status/989334629273423872
@lycjammupoonch @lycjammupoonch @lycjammupoonch @lycjammupoonch @lycjammupoonch,LYC JammuPoonch‏ @lycjammupoonch,21h21 hours ago,#WhyNotHer,,"Modi govt which rode to power promising a clear passage for the Women Reservation Bill once in power, have been silent Over the years there have been numerous protests & different kinds of appeals by activists. However, they have all been in vain.
#WhyNotHer",7 7 5 5,"Retweet
    
      
    7
  
  
    
      
      Retweeted
    
      
    7",,"Like
    
      
    5
  
  
    
      
      
      Liked
    
      
    5",/lycjammupoonch/status/990859050693939200
@sahilkumar1215 @sahilkumar1215 @sahilkumar1215 @sahilkumar1215 @sahilkumar1215,SAHIL KUMAR‏ @sahilkumar1215,22h22 hours ago,"#शैतानियत_बंद,SaintDrGurmeetRamRahimJi_Initiative105",#SaintDrGurmeetRamRahimJi_Initiative105,"#शैतानियत_बंद
#SaintDrGurmeetRamRahimJi_Initiative105
Stop Child Trafficking Noww.
Childrens are not sale.
These are future of our country.
Stop Trafficking of children",26 26 4 4,"Retweet
    
      
    26
  
  
    
      
      Retweeted
    
      
    26",,"Like
    
      
    4
  
  
    
      
      
      Liked
    
      
    4",/sahilkumar1215/status/990835598914043904
@IYCPunjab @IYCPunjab @IYCPunjab @IYCPunjab @IYCPunjab,Punjab Youth Congres‏Verified account @IYCPunjab,24h24 hours ago,#WhyNotHer,,"Given the same honor and dignity as men, women can build a much better and more harmonious world. #WhyNotHer",19 19 17 17,"Retweet
    
      
    19
  
  
    
      
      Retweeted
    
      
    19",,"Like
    
      
    17
  
  
    
      
      
      Liked
    
      
    17",/IYCPunjab/status/990818684087259136
@lycjammupoonch @lycjammupoonch @lycjammupoonch @lycjammupoonch @lycjammupoonch,LYC JammuPoonch‏ @lycjammupoonch,24h24 hours ago,#WhyNotHer,,"At the Indian Youth Congress, we firmly believe women must rightfully get equal opportunities to become leaders and policy makers.
#WhyNotHer",8 8 8 8,"Retweet
    
      
    8
  
  
    
      
      Retweeted
    
      
    8",,"Like
    
      
    8
  
  
    
      
      
      Liked
    
      
    8",/lycjammupoonch/status/990818032917377025
@kajalsh009 @kajalsh009 @kajalsh009 @kajalsh009 @kajalsh009,Kajal Sharma‏ @kajalsh009,29-Apr,#WhyNotHer,,Feminism isnt about making women stronger.Women are already strong.Its about changing the way the world perceives that strength.#WhyNotHer,3 64 64 78 78,"Retweet
    
      
    64
  
  
    
      
      Retweeted
    
      
    64",,"Like
    
      
    78
  
  
    
      
      
      Liked
    
      
    78",/kajalsh009/status/990797776702259200
@Ekta77Insan @Ekta77Insan @Ekta77Insan @Ekta77Insan @Ekta77Insan,Ekta Insan‏ @Ekta77Insan,29-Apr,"#शैतानियत_बंद,SaintDrGurmeetRamRahimJi_Initiative105",#SaintDrGurmeetRamRahimJi_Initiative105,"Child trafficking become a major social menace in today scenario ,so we all should come forward to stop Trafficking Of Children
#शैतानियत_बंद
#SaintDrGurmeetRamRahimJi_Initiative105 pic.twitter.com/Fd29mh531T",105 105 50 50,"Retweet
    
      
    105
  
  
    
      
      Retweeted
    
      
    105",,"Like
    
      
    50
  
  
    
      
      
      Liked
    
      
    50",/Ekta77Insan/status/990787780509945856
@iKeenLearner @iKeenLearner @iKeenLearner @iKeenLearner @iKeenLearner,Harpinder 💕‏ @iKeenLearner,29-Apr,"#SaintDrGurmeetRamRahimJi_Initiative105,शैतानियत_बंद",#शैतानियत_बंद,"#SaintDrGurmeetRamRahimJi_Initiative105 is about #शैतानियत_बंद 
Lack of awareness can create situations that traffickers can exploit. A lot of India’s poor children find themselves trapped in substance abuse which can further lead to them getting trafficked",64 64 22 22,"Retweet
    
      
    64
  
  
    
      
      Retweeted
    
      
    64",,"Like
    
      
    22
  
  
    
      
      
      Liked
    
      
    22",/iKeenLearner/status/990766644145393664
@preety799 @preety799 @preety799 @preety799 @preety799,🌻MÎŚŚ_PŘÊĚŤÍ 🌻‏ @preety799,29-Apr,"#शैतानियत_बंद,SaintDrGurmeetRamRahimJi_Initiative105",#SaintDrGurmeetRamRahimJi_Initiative105,"#शैतानियत_बंद
#SaintDrGurmeetRamRahimJi_Initiative105
Alot of India’s poor children find thmslves trapped in abuse which cn further lead to them getting trafficked.. Educated ppl r capable of undrstanding n effectively responding to d various ways traffickers source children..",1 192 192 84 84,"Retweet
    
      
    192
  
  
    
      
      Retweeted
    
      
    192",,"Like
    
      
    84
  
  
    
      
      
      Liked
    
      
    84",/preety799/status/990763888340762634
@Sapnainsaan2 @Sapnainsaan2 @Sapnainsaan2 @Sapnainsaan2 @Sapnainsaan2,Sapnakhosla‏ @Sapnainsaan2,29-Apr,"#शैतानियत_बंद,SaintDrGurmeetRamRahimJi_Initiative105",#SaintDrGurmeetRamRahimJi_Initiative105,"#शैतानियत_बंद
#SaintDrGurmeetRamRahimJi_Initiative105
@Gurmeetramrahim 
Child trifflicking pic.twitter.com/V0qhFilcDG",46 46 8 8,"Retweet
    
      
    46
  
  
    
      
      Retweeted
    
      
    46",,"Like
    
      
    8
  
  
    
      
      
      Liked
    
      
    8",/Sapnainsaan2/status/990762045388697600
@LuxmiSoni4 @LuxmiSoni4 @LuxmiSoni4 @LuxmiSoni4 @LuxmiSoni4,Luxmi Soni‏ @LuxmiSoni4,29-Apr,"#शैतानियत_बंद,SaintDrGurmeetRamRahimJi_Initiative105",#SaintDrGurmeetRamRahimJi_Initiative105,"#शैतानियत_बंद
#SaintDrGurmeetRamRahimJi_Initiative105
@Gurmeetramrahim 
@derasachasauda 
Stop Child Trafficking  pic.twitter.com/LCD0O3FEyi",51 51 11 11,"Retweet
    
      
    51
  
  
    
      
      Retweeted
    
      
    51",,"Like
    
      
    11
  
  
    
      
      
      Liked
    
      
    11",/LuxmiSoni4/status/990761901222051841
@PinkyMittal10 @PinkyMittal10 @PinkyMittal10 @PinkyMittal10 @PinkyMittal10,Pinky Mittal ❤  ❤‏ @PinkyMittal10,29-Apr,"#शैतानियत_बंद,SaintDrGurmeetRamRahimJi_Initiative105",#SaintDrGurmeetRamRahimJi_Initiative105,"#शैतानियत_बंद
#SaintDrGurmeetRamRahimJi_Initiative105
Children's are not for Sale saying @Gurmeetramrahim
Ji
So Stop Child Trafficking pic.twitter.com/SjhVuxiFPL",1 57 57 10 10,"Retweet
    
      
    57
  
  
    
      
      Retweeted
    
      
    57",,"Like
    
      
    10
  
  
    
      
      
      Liked
    
      
    10",/PinkyMittal10/status/990760726234058752
@Aisha_shabbir @Aisha_shabbir @Aisha_shabbir @Aisha_shabbir @Aisha_shabbir,عائشہ شبیر‏ @Aisha_shabbir,29-Apr,,,"11 Points of IK
1: Education
2: Health
3: Tax Reforms
4: Accountability
5: Investment & Tourism
6: Women Reforms
7: 350K low priced Houses & Employement
8: Agricultural Reforms
9: South Punjab province, FATA merger & Local Govt
10: Clean Environment
11: Police & Judicial Reforms",11 113 113 225 225,"Retweet
    
      
    113
  
  
    
      
      Retweeted
    
      
    113",,"Like
    
      
    225
  
  
    
      
      
      Liked
    
      
    225",/Aisha_shabbir/status/990672268824121346
@WordsByAnam @WordsByAnam @WordsByAnam @WordsByAnam @WordsByAnam,Anam‏ @WordsByAnam,27-Apr,,,"Hijab includes the way a person talks, walks, looks and thinks. All of it should be done modestly and it applies to both men and women.",1 7 7 49 49,"Retweet
    
      
    7
  
  
    
      
      Retweeted
    
      
    7",,"Like
    
      
    49
  
  
    
      
      
      Liked
    
      
    49",/WordsByAnam/status/989882056770498560
@Ekta_Kanda @Ekta_Kanda @Ekta_Kanda @Ekta_Kanda @Ekta_Kanda,🌹 Ekta Kanda  🌹‏ @Ekta_Kanda,26-Apr,"#SaintDrGurmeetRamRahimJi_Initiative103,विद्या_दान",#विद्या_दान,"#SaintDrGurmeetRamRahimJi_Initiative103
Nothing is more important than education, which makes us better human being 
St. Dr.@Gurmeetramrahim ji, have started this #विद्या_दान initiative to make children perform their level best in studies with expert teachers Guidance.",1 150 150 62 62,"Retweet
    
      
    150
  
  
    
      
      Retweeted
    
      
    150",,"Like
    
      
    62
  
  
    
      
      
      Liked
    
      
    62",/Ekta_Kanda/status/989688084043255809
@itsanamika02 @itsanamika02 @itsanamika02 @itsanamika02 @itsanamika02,anamika‏ @itsanamika02,26-Apr,"#SaveTheTinyHardship,SaintDrGurmeetRamRahimJi_Initiative102",#SaintDrGurmeetRamRahimJi_Initiative102,#SaveTheTinyHardship #SaintDrGurmeetRamRahimJi_Initiative102 is to avoid the child labour and provide them the better education facilities .,77 77 16 16,"Retweet
    
      
    77
  
  
    
      
      Retweeted
    
      
    77",,"Like
    
      
    16
  
  
    
      
      
      Liked
    
      
    16",/itsanamika02/status/989507040065175555
@YoshinaBansal2 @YoshinaBansal2 @YoshinaBansal2 @YoshinaBansal2 @YoshinaBansal2,👑 ¥o$hin@ Ban$al  👑‏ @YoshinaBansal2,26-Apr,"#SaveTheTinyHardship,SaintDrGurmeetRamRahimJi_Initiative102",#SaintDrGurmeetRamRahimJi_Initiative102,"#SaveTheTinyHardship The followers of St Dr @Gurmeetramrahim are stoping child labour 
#SaintDrGurmeetRamRahimJi_Initiative102 pic.twitter.com/GhNNXdnAeJ",68 68 17 17,"Retweet
    
      
    68
  
  
    
      
      Retweeted
    
      
    68",,"Like
    
      
    17
  
  
    
      
      
      Liked
    
      
    17",/YoshinaBansal2/status/989506964680990721
@InsanNeeru2 @InsanNeeru2 @InsanNeeru2 @InsanNeeru2 @InsanNeeru2,💘Neeru Bathinda 💘‏ @InsanNeeru2,25-Apr,"#बाल_रक्षक,SaintDrGurmeetRamRahimJi_Initiative101",#SaintDrGurmeetRamRahimJi_Initiative101,"Children are the most beautiful flowers in the garden of Humanity
Don’t let this beauty to wither away
As the whole world will be dull 
#बाल_रक्षक
#SaintDrGurmeetRamRahimJi_Initiative101 
@derasachasauda 
@Gurmeetramrahim pic.twitter.com/MfeGUiNIqk",2 207 207 85 85,"Retweet
    
      
    207
  
  
    
      
      Retweeted
    
      
    207",,"Like
    
      
    85
  
  
    
      
      
      Liked
    
      
    85",/InsanNeeru2/status/989321174357176322
@Ekta_Kanda @Ekta_Kanda @Ekta_Kanda @Ekta_Kanda @Ekta_Kanda,🌹 Ekta Kanda  🌹‏ @Ekta_Kanda,25-Apr,"#SaintDrGurmeetRamRahimJi_Initiative101,बाल_रक्षक",#बाल_रक्षक,"#SaintDrGurmeetRamRahimJi_Initiative101 help children to explore their potential! Following #बाल_रक्षक millions of @derasachasauda followers took pledge to help eradicating child labor from society!!
Thanks to his holiness @Gurmeetramrahim JI",1 159 159 57 57,"Retweet
    
      
    159
  
  
    
      
      Retweeted
    
      
    159",,"Like
    
      
    57
  
  
    
      
      
      Liked
    
      
    57",/Ekta_Kanda/status/989319125028683776
@kajalsh009 @kajalsh009 @kajalsh009 @kajalsh009 @kajalsh009,Kajal Sharma‏ @kajalsh009,29-Apr,"#WhyNotHer,WomenEmpowerment",#WomenEmpowerment,"We seek a new dawn, a revolution by encouraging women’s participation in politics? #WhyNotHer #WomenEmpowerment",16 16 10 10,"Retweet
    
      
    16
  
  
    
      
      Retweeted
    
      
    16",,"Like
    
      
    10
  
  
    
      
      
      Liked
    
      
    10",/kajalsh009/status/990794372164730880
@LuxmiSoni4 @LuxmiSoni4 @LuxmiSoni4 @LuxmiSoni4 @LuxmiSoni4,Luxmi Soni‏ @LuxmiSoni4,29-Apr,"#शैतानियत_बंद,SaintDrGurmeetRamRahimJi_Initiative105",#SaintDrGurmeetRamRahimJi_Initiative105,"Children are the hope of a country and they should not always live in the fear. They are the future for every country. 
So plzzz stop Child Trafficking
Child are not for sale
#शैतानियत_बंद
#SaintDrGurmeetRamRahimJi_Initiative105 pic.twitter.com/wIxyAlupZJ",34 34 7 7,"Retweet
    
      
    34
  
  
    
      
      Retweeted
    
      
    34",,"Like
    
      
    7
  
  
    
      
      
      Liked
    
      
    7",/LuxmiSoni4/status/990762852595130368
@jyoti14107 @jyoti14107 @jyoti14107 @jyoti14107 @jyoti14107,Ramanjot Insa‏ @jyoti14107,29-Apr,"#शैतानियत_बंद,SaintDrGurmeetRamRahimJi_Initiative105",#SaintDrGurmeetRamRahimJi_Initiative105,"#शैतानियत_बंद
#SaintDrGurmeetRamRahimJi_Initiative105
Stop Child trafficking....children's are not made for sale...they also have a right to live a happy nd freedom full life pic.twitter.com/oWPIYuCqJD",1 46 46 7 7,"Retweet
    
      
    46
  
  
    
      
      Retweeted
    
      
    46",,"Like
    
      
    7
  
  
    
      
      
      Liked
    
      
    7",/jyoti14107/status/990761765397938176
@PTIPeshawar @PTIPeshawar @PTIPeshawar @PTIPeshawar @PTIPeshawar,PTI Peshawar‏Verified account @PTIPeshawar,29-Apr,"#PTIMinarePakistanJalsa,دو_نہیں_ایک_پاکستان",#دو_نہیں_ایک_پاکستان,PTI Information Secretary Women Wing Peshawar @nadiaali2630    Video Message Before Leaving for #PTIMinarePakistanJalsa  #دو_نہیں_ایک_پاکستان pic.twitter.com/Fv9d8RnJKD,2 16 16 38 38,"Retweet
    
      
    16
  
  
    
      
      Retweeted
    
      
    16",,"Like
    
      
    38
  
  
    
      
      
      Liked
    
      
    38",/PTIPeshawar/status/990518687491805184
@MWL_Jhelum @MWL_Jhelum @MWL_Jhelum @MWL_Jhelum @MWL_Jhelum,MWL Jhelum‏ @MWL_Jhelum,28-Apr,,,"One day
Organizational & training workshop
On 29th April
At 11:00 am
Minhaj ul Quran Women League Jhelum
@GeniusNeutron04 @MinhajSisMWL
@S_R_Baloch
@RubinaMoeenPAT pic.twitter.com/6K8qejG1us",2 11 11 19 19,"Retweet
    
      
    11
  
  
    
      
      Retweeted
    
      
    11",,"Like
    
      
    19
  
  
    
      
      
      Liked
    
      
    19",/MWL_Jhelum/status/990302445837471744
@ah02378 @ah02378 @ah02378 @ah02378 @ah02378,ਇੱਕ ਉਡੀਕ 😢ਤੇਰੇ ਆਉਣ ਦੀ.... Ⓜ 💲G‏ @ah02378,26-Apr,"#SaintDrGurmeetRamRahimJi_Initiative103,विद्या_दान",#विद्या_दान,"#SaintDrGurmeetRamRahimJi_Initiative103
#विद्या_दान is dedicated to breaking the link between family income and educational achievement, ensuring that children from all backgrounds can fulfil their potential and make the most of their talents. 
@Gurmeetramrahim @derasachasauda",122 122 45 45,"Retweet
    
      
    122
  
  
    
      
      Retweeted
    
      
    122",,"Like
    
      
    45
  
  
    
      
      
      Liked
    
      
    45",/ah02378/status/989693868172951552
@itsanamika02 @itsanamika02 @itsanamika02 @itsanamika02 @itsanamika02,anamika‏ @itsanamika02,26-Apr,"#SaintDrGurmeetRamRahimJi_Initiative102,SaveTheTinyHardship",#SaveTheTinyHardship,#SaintDrGurmeetRamRahimJi_Initiative102 is to help the children whom are indulge in doing labour work by providing education and neccesities #SaveTheTinyHardship,54 54 14 14,"Retweet
    
      
    54
  
  
    
      
      Retweeted
    
      
    54",,"Like
    
      
    14
  
  
    
      
      
      Liked
    
      
    14",/itsanamika02/status/989507926610989056
@harrypreetBawa @harrypreetBawa @harrypreetBawa @harrypreetBawa @harrypreetBawa,Harpreet‏ @harrypreetBawa,26-Apr,"#SaveTheTinyHardship,SaintDrGurmeetRamRahimJi_Initiative102",#SaintDrGurmeetRamRahimJi_Initiative102,"#SaveTheTinyHardship
#SaintDrGurmeetRamRahimJi_Initiative102 Eradicate child labour  and providing them education
 pic.twitter.com/Xrzzxgh6tU",23 23 10 10,"Retweet
    
      
    23
  
  
    
      
      Retweeted
    
      
    23",,"Like
    
      
    10
  
  
    
      
      
      Liked
    
      
    10",/harrypreetBawa/status/989506963615576065
@ImPoojaInsan @ImPoojaInsan @ImPoojaInsan @ImPoojaInsan @ImPoojaInsan,🐯Sherdil ki Beti 🐯‏ @ImPoojaInsan,26-Apr,"#SaintDrGurmeetRamRahimJi_Initiative102,SaveTheTinyHardship",#SaveTheTinyHardship,"#SaintDrGurmeetRamRahimJi_Initiative102
#SaveTheTinyHardship
With the blessings of St Dr @Gurmeetramrahim ji Insan, the followers of @derasachasauda r helping those children who r financially deprived for the betterment of their future. pic.twitter.com/SgKzr9WmOu",116 116 35 35,"Retweet
    
      
    116
  
  
    
      
      Retweeted
    
      
    116",,"Like
    
      
    35
  
  
    
      
      
      Liked
    
      
    35",/ImPoojaInsan/status/989506318426820608
@tamannasetia @tamannasetia @tamannasetia @tamannasetia @tamannasetia,Tamanna insan‏ @tamannasetia,26-Apr,"#SaveTheTinyHardship,SaintDrGurmeetRamRahimJi_Initiative102",#SaintDrGurmeetRamRahimJi_Initiative102,"#SaveTheTinyHardship
#SaintDrGurmeetRamRahimJi_Initiative102
Child labour should be bane,It's a big crime. pic.twitter.com/ZSfMaPy54j",85 85 18 18,"Retweet
    
      
    85
  
  
    
      
      Retweeted
    
      
    85",,"Like
    
      
    18
  
  
    
      
      
      Liked
    
      
    18",/tamannasetia/status/989506065329881088
@iKeenLearner @iKeenLearner @iKeenLearner @iKeenLearner @iKeenLearner,Harpinder 💕‏ @iKeenLearner,26-Apr,"#SaintDrGurmeetRamRahimJi_Initiative102,SaveTheTinyHardship",#SaveTheTinyHardship,#SaintDrGurmeetRamRahimJi_Initiative102 Millions of people know the value of Education but no one stands!! Children are destroying their lives with their involvement in labour works Dr @Gurmeetramrahim G stepped forward to #SaveTheTinyHardship,94 94 27 27,"Retweet
    
      
    94
  
  
    
      
      Retweeted
    
      
    94",,"Like
    
      
    27
  
  
    
      
      
      Liked
    
      
    27",/iKeenLearner/status/989505428630462465
@poonam77poonam @poonam77poonam @poonam77poonam @poonam77poonam @poonam77poonam,poonam‏ @poonam77poonam,25-Apr,"#बाल_रक्षक,SaintDrGurmeetRamRahimJi_Initiative101",#SaintDrGurmeetRamRahimJi_Initiative101,"#बाल_रक्षक
#SaintDrGurmeetRamRahimJi_Initiative101 initiated by
@Gurmeetramrahim Ji,
@derasachasauda volunteers working to stop child labour nd promoting their education",73 73 25 25,"Retweet
    
      
    73
  
  
    
      
      Retweeted
    
      
    73",,"Like
    
      
    25
  
  
    
      
      
      Liked
    
      
    25",/poonam77poonam/status/989338809098801154
@Ekta77Insan @Ekta77Insan @Ekta77Insan @Ekta77Insan @Ekta77Insan,Ekta Insan‏ @Ekta77Insan,25-Apr,"#SaintDrGurmeetRamRahimJi_Initiative101,बाल_रक्षक",#बाल_रक्षक,Child Labor is a worst problm which not only affect childhood but also affect country whose development is highly dependent on young generation...To eradicate this problm @Gurmeetramrahim ji came forward & took #SaintDrGurmeetRamRahimJi_Initiative101 #बाल_रक्षक to tackle this. pic.twitter.com/RmEsD2zdoS,2 148 148 54 54,"Retweet
    
      
    148
  
  
    
      
      Retweeted
    
      
    148",,"Like
    
      
    54
  
  
    
      
      
      Liked
    
      
    54",/Ekta77Insan/status/989323627836379136
@SiLenT__HeartT @SiLenT__HeartT @SiLenT__HeartT @SiLenT__HeartT @SiLenT__HeartT,ChiLL PiXeL‏ @SiLenT__HeartT,25-Apr,"#बाल_रक्षक,SaintDrGurmeetRamRahimJi_Initiative101",#SaintDrGurmeetRamRahimJi_Initiative101,"#बाल_रक्षक
#SaintDrGurmeetRamRahimJi_Initiative101 that led to the formation of one of the world’s largest people’s movement that crossed borders nd raised its voice for the children of the world trapped in child slavery... pic.twitter.com/xQqgXj3mza",1 182 182 58 58,"Retweet
    
      
    182
  
  
    
      
      Retweeted
    
      
    182",,"Like
    
      
    58
  
  
    
      
      
      Liked
    
      
    58",/SiLenT__HeartT/status/989321867658842112
@SinglaKuki @SinglaKuki @SinglaKuki @SinglaKuki @SinglaKuki,Komal Singla‏ @SinglaKuki,25-Apr,"#बाल_रक्षक,SaintDrGurmeetRamRahimJi_Initiative101",#SaintDrGurmeetRamRahimJi_Initiative101,"The disdaining child labour is still prevailing. People are not stopping to harm the childhood of numerous children. 
The initiatives of Dr. MSG are applauding to save children from harmful effects of child labour.
#बाल_रक्षक
#SaintDrGurmeetRamRahimJi_Initiative101 pic.twitter.com/mm4O6fdMNJ",1 182 182 59 59,"Retweet
    
      
    182
  
  
    
      
      Retweeted
    
      
    182",,"Like
    
      
    59
  
  
    
      
      
      Liked
    
      
    59",/SinglaKuki/status/989315755597479936
@SunitaR73857519 @SunitaR73857519 @SunitaR73857519 @SunitaR73857519 @SunitaR73857519,🍥 💘Sunita Rani 💘 🍥‏ @SunitaR73857519,25-Apr,"#SaintDrGurmeetRamRahimJi_Initiative101,बाल_रक्षक",#बाल_रक्षक,"#SaintDrGurmeetRamRahimJi_Initiative101
@derasachasauda 
#बाल_रक्षक
@derasachasauda is the largest and the number one institution in the area of ​​humanity, whose sole goal is to serve humanity, under this campaign, to prevent child labor and to be educated for education. pic.twitter.com/3CFeLxvG38",2 167 167 50 50,"Retweet
    
      
    167
  
  
    
      
      Retweeted
    
      
    167",,"Like
    
      
    50
  
  
    
      
      
      Liked
    
      
    50",/SunitaR73857519/status/989313594176159744
@InsanNeeru2 @InsanNeeru2 @InsanNeeru2 @InsanNeeru2 @InsanNeeru2,💘Neeru Bathinda 💘‏ @InsanNeeru2,25-Apr,"#शाही_आसरा,SaintDrGurmeetRamRahimJi_Initiative100",#SaintDrGurmeetRamRahimJi_Initiative100,"#शाही_आसरा 
is such a great step by Guruji
#SaintDrGurmeetRamRahimJi_Initiative100  
@Gurmeetramrahim
has adopted orphans children as their own children
@derasachasauda pic.twitter.com/TT5QKCBsXN",1 136 136 57 57,"Retweet
    
      
    136
  
  
    
      
      Retweeted
    
      
    136",,"Like
    
      
    57
  
  
    
      
      
      Liked
    
      
    57",/InsanNeeru2/status/989147956308725760
