,head,topic_rep
6982,Deal inked with Chinese company to lift garbage from two Karachi districts,0.22748446464538574
6983,Gullu Butt goes looking for a cause and a life,0.0
6984,Man arrested for distributing Hizbut Tahrir literature,0.0
6985,Indian state to inspect cultivation of unapproved Monsanto GM cotton,0.5954115986824036
6986,A simple guide to popularity,0.0
6987,Madrid rules out dialogue unless Catalonia drops independence bid,0.0
6988,Iran keen to promote trade with Pakistan,0.30975645780563354
6989,Chinese envoy briefs parliamentary panel on CPEC projects,0.17064550518989563
6990,State Bank shoots back at NAB,0.6096158027648926
6991,Story Time: Sleepy head,0.0
6992,Rejoinder to India in Jadhav case discussed,0.0
6993,"Terror list with 37 names is fake, IB chief tells lawmakers",0.0
6994,"KP will ask army to withdraw troops, says Imran Khan",0.0
6995,Police probing IS claim about Jhal Magsi shrine suicide attack,0.0
6996,Shah hopes for early consensus on NAB chief’s name,0.0
6997,Ecnec approves revival of Karachi Circular Railway under CPEC,0.5293222665786743
6998,Fertiliser makers for export deadline extension,0.8454909920692444
6999,Across-the-board accountability plan dropped: minister,0.0
7000,Govt lobby active to abolish Khatm-i-Nabuwwat articles: JI chief,0.0
7001,KP judge moves SC against JC rejection of his nomination,0.0
7002,"Poor governance, corruption hamper food security in Pakistan: ADB",0.6506099700927734
7003,Asim Bajwa assumes charge of Southern Command,0.0
7004,CAA suspends PIA pilot’s licence for violating rules,0.0
7005,Economic Coordination Committee takes sweeping measures to tackle growing deficits,0.8964325189590454
7006,Split emerges within FPCCI,0.5713828206062317
7007,CPEC passes through disputed territory: US,0.0
7008,Website: PDF made easy,0.0
7009,The weekly weird,0.0
7010,Poet's Corner,0.05000000074505806
7011,FC Balochistan foils major terrorist bid: ISPR,0.05008282512426376
7012,"After army chief's visit, Afghan president considers trip to Pakistan",0.0
7013,Making Islamic finance a reality,0.8390427231788635
7014,"
",0.32260507345199585
7015,"Shaheer Niazi, the 'electric honeycomb' researcher, aims to bring the Nobel home",0.0
7016,"Junaid Khan will be playing a ""simple man"" in upcoming serial, Khasara",0.0
7017,Second Test: Pakistan 51-0 in reply to Sri Lanka's 482,0.0
7018,Hum Style Awards 2017 nominations are out. Did your favourite make the cut?,0.0
7019,Four 'terrorists' killed in Karachi shootout: police,0.0
7020,"Political decisions should be taken at polling stations, not courts: PM Abbasi",0.23591214418411255
7021,Bangladesh's mega refugee camp plan 'dangerous': UN official,0.0
7022,Jackie Chan confirms Rush Hour 4 in the works after fans' decade-long wait for sequel,0.0
7023,"'We're not 20 years old any more', says Nadal to silence critics",0.027132146060466766
7024,"Car strikes pedestrians outside museum in London, injuring some",0.0
7025,Mail box,0.0
7026,Admiral Zafar Mahmood Abbasi takes charge of Pakistan Navy,0.0
7027,"Mickey Arthur's contract extended till 2019 World Cup, PCB official says",0.0
7028,Amir ruled out from ODI squad after shin injury,0.0
7029,A treasure trove of history,0.0
7030,Arjun Kapoor and Parineeti Chopra are reuniting for two new projects,0.032703086733818054
7031,Experience: Community service is not a piece of cake!,0.0
7032,Health: Guard your brain power!,0.02715948410332203
7033,Spotlight,0.0
7034,Story Time: The day I got lost!,0.0
7035,Art Corner,0.05000000074505806
7036,Leap!,0.0
7037,Cook-it-yourself: Pizookie,0.0
7038,Downgrading the Taj,0.0
7039,Pakistanis enjoy a taste of Kashmir at this shikara-shaped kiosk in Muzaffarabad,0.05020374804735184
7040,Praetorian rule of law,0.0
7041,A deafening silence,0.0
7042,Orthorexia: When healthy eating does more harm than good,0.02530151978135109
7043,"Just how much does Nawaz Sharif own, according to himself?",0.2861221134662628
7044,Wonder Woman,0.0
7045,14 killed as wagon collides with bus in Balochistan's Mastung,0.0
7046,Weird buyer’s market brewing for hurricane cars,0.47964391112327576
7047,Google to use balloons to provide Puerto Rico cell service,0.23599499464035034
7048,Karunaratne misses double ton but SL take command,0.0
7049,Pakistan off to Dhaka for hockey Asia Cup,0.0
7050,"Injury to Amir, poor planning leave Pakistan in disarray",0.0
7051,Australia struggle in rain-marred first T20,0.0
7052,Turkey-backed rebels in new Syria operation: Erdogan,0.0
7053,Injured Smith leaves India tour,0.0
7054,US approves sale of $15bn missile system to S. Arabia,0.18571369349956512
7055,26 protesters held outside Indian consulate in Hambantota,0.0
7056,Spain protesters demand action over Catalonia crisis,0.0
7057,Danish police find decapitated head of Swedish journalist,0.0
7058,Thousands protest across Australia against giant Adani coal mine,0.3990214765071869
7059,"Bangladesh in tatters after Amla, du Plessis hit centuries",0.0
7060,Strong demand for cotton keeps prices firm,0.7905229926109314
7061,"Dar not to attend World Bank, IMF meetings amid graft case",0.3364282548427582
7062,Wheat stocks hit historical peak of 9m tonnes,0.9222638010978699
7063,Trump rolls back Obamacare provision for free birth control,0.01617688313126564
7064,Is anyone thinking about the future of Jammu?,0.0
7065,"Pakistan dismisses US concerns on CPEC, urges world to focus on India's atrocities in Kashmir",0.0
7066,Maryam’s return from UK likely for hearing on 9th,0.0
7067,15 killed in accident on Quetta-Sibi highway,0.0
7068,PML-N probe body to fix blame for controversial Khatm-i-Nabuwwat amendment,0.0
7069,Realpolitik and the crude glue,0.42523249983787537
7070,PM Abbasi assails PPP on its home turf,0.1318696141242981
7071,PIA mulls suspending flight operation for US,0.1566777229309082
7072,KP seeks Asian Development Bank's help for health sector reforms,0.33154937624931335
7073,Journalists up in arms after TV channel booked,0.0
7074,SMEs losing ground to imports from China,0.9268603324890137
7075,Pakistan warned against delaying anti-tax evasion measures,0.5836077928543091
7076,PNSC eyes marine services business,0.67592853307724
7077,"US, Pakistan stay engaged to defuse tensions",0.0
7078,"Data collected through geofencing, Punjab police approached to help arrest ‘knifeman’",0.0
7079,Pakistani among three charged with plotting NY attacks,0.0
7080,Chandio asks Imran to mind his language,0.0
7081,Cult Indian filmmaker Kundan Shah passes away,0.0
7082,Attack on Saudi palace in Jeddah kills 2 royal guards,0.0
7083,"Trump says North Korea diplomacy has failed, 'only one thing will work'",0.012883298099040985
7084,"'This isn't about accountability, it's about revenge,' Maryam on NAB references",0.0
7085,Navalny supporters rally across Russia on Putin’s birthday,0.0
7086,Imran threatens agitation in Islamabad if Nawaz 'destroys order',0.0
7087,Former ISI chief Lt Gen Rizwan Akhtar takes early retirement from army,0.0
7088,'How did IS emerge in Afghanistan under US watch?' asks Hamid Karzai,0.0
7089,"'Only dialogue can resolve Kashmir issue,' concur former ISI, RAW chiefs",0.0
7090,Justice (retd) Javed Iqbal appointed NAB chairman,0.0
7091,CPEC has nothing to do with territorial sovereignty disputes: China responds to US criticism,0.0
7092,CM Shahbaz celebrates arrival of Orange-Line Metro in Lahore,0.31035295128822327
7093,Second Test: Sri Lanka 34-5 at close as Pakistan fight back,0.0
7094,US missions in Turkey halt visa services over security concerns,0.0
7095,This wildlife photographer hopes to save Pakistan's dying birds with his lens,0.04411575570702553
7096,Punjab Censor Board reverts ban on Na Maloom Afraad 2,0.0
7097,"Security measures at Karachi prison still unsatisfactory, judge’s visit reveals",0.018436744809150696
7098,Coup talk,0.0
7099,"SRK's Hindi version of Ted Talks hopes to offer ""lifelong learning"" to Indian viewers",0.0
7100,IG recommends daily allowance for police at current revised rate,0.3022724986076355
7101,Oil tanker catches fire at filling station,0.21848660707473755
7102,"Nawaz won’t succeed in causing institutional rift, says Shafqat",0.0
7103,The tomb of the man who conquered Delhi,0.0
7104,Six-month plan devised to eliminate dengue larvae in Peshawar,0.03623248264193535
7105,NON-FICTION: AN EXTRAORDINARY DIARY,0.0
7106,Federal Law Minister Zahid Hamid meets Shahbaz,0.0
7107,COLUMN: HOME IS WHERE THE HEART IS,0.0
7108,FICTION: THE MONSTERS WITHIN US,0.0
7109,NON-FICTION: THE SOUL OF A NATION,0.0
7110,NARRATIVE ARC: SIR SYED IN THE DOCK,0.0
7111,BOOKS IN BRIEF,0.0
7112,"NON-FICTION: GIRL, UNINTERRUPTED",0.0
7113,SMOKERS’ CORNER: THE ORDER OF WORDS,0.0
7114,Iran confirms nuclear negotiator imprisoned for spying,0.03807230666279793
7115,IS ousts Syrian troops from jihadist bastion,0.0
7116,Women march through desert for Israeli-Palestinian peace,0.0
7117,"US aiding IS in Afghanistan, says Karzai",0.0
7118,India whip Australia in rain-hit first T20,0.0
7119,Winless quartet face crunch time in Quaid Trophy,0.0328122042119503
7120,Costa Rica clinch World Cup berth on Waston’s late goal,0.0
7121,Saudis tackle border spillover from Yemen war,0.0
7122,Ronaldo sets up Swiss showdown; France on brink of World Cup,0.0
7123,US missions in Turkey halt all non-immigrant visa services,0.0
7124,Drone kills five Al Qaeda suspects,0.0
7125,Was US military behind top Russian army official’s killing in Syria?,0.0
7126,Police release driver after crash near London museum,0.0
7127,Refugee issue complicates Merkel’s bid to form govt,0.0
7128,"Scottish independence case helped by Brexit chaos, says Sturgeon",0.0
7129,"Kim Jong Un promotes sister, reaffirms nuclear drive",0.0
7130,Trump says US has no immediate plan to move embassy to Jerusalem,0.03757617622613907
7131,The ACLU: fighting for US civil rights for nearly a century,0.0
7132,Nigeria first team from Africa to qualify for Russia World Cup,0.0
7133,View from abroad: Jeremy Corbyn’s epic journey,0.12050531059503555
7134,"Committee set up on SHC order frames police transfer, posting rules",0.0255495086312294
7135,"PPP rejects PM’s graft allegations, reminds him of LNG scam",0.0
7136,"Foolproof security at all shrines in Sindh ensured after Jhal Magsi tragedy, says Siyal",0.0
7137,Alternative plan to run Orange Line train,0.3032037317752838
7138,Abe vows to tackle N. Korea threat ahead of election,0.10453798621892929
7139,Second Test: Bizarre last session leaves Dubai Test in the balance,0.0
7140,Creating the right kind of jobs should be the priority for Pakistan,0.5318237543106079
7141,"Nine years since the recession, why are employers still stingy with raises?",0.7005248069763184
7142,India doing propaganda against CPEC to divert attention from Kashmir: Abbasi,0.0
7143,First train of Orange Line project unveiled in Lahore,0.2367991954088211
7144,Fata sees largest increase in number of voters,0.27692532539367676
7145,Capt Safdar held by NAB on return from London,0.0
7146,"Provinces seek real time access to oil, gas, power data",0.717738687992096
7147,"US bases to come under threat if it imposes sanctions, says Iran",0.0
7148,White nationalists return to US city for protest,0.0
7149,Fata-KP merger issue being exploited for political gains: Fazl,0.0
7150,Sponsors of hydropower projects accuse govt of reneging on commitments,0.8540678024291992
7151,"Govt awaiting inquiry report on Rangers deployment, says Ahsan",0.0
7152,‘Reforms set quality education wheel in motion’,0.20155461132526398
7153,Letter from Mumbai: India looks to cut dependence on edible oil imports,0.9250584840774536
7154,Macroeconomic risks in Pakistan increasing: World Bank,0.902807891368866
7155,Rupee report: Dollar gains against rupee,0.06602111458778381
7156,Four reasons why devaluation will hurt the Pakistani economy,0.8754898309707642
7157,Money Market: Bank borrowing falls by 1.22pc,0.8276998400688171
7158,Hardly any progress in bilateral relations with Iran,0.6804109811782837
7159,Human capital remains underdeveloped,0.36834484338760376
7160,Lag in data reporting leads to low ranking in global index,0.5277494192123413
7161,The influence of analysts’ reports on investors,0.5519740581512451
7162,Tubewells hurting Punjab subsoil water health,0.7959871292114258
7163,Rice exports off to a flying start,0.8526219725608826
7164,Distressed enterprises need a better support mechanism,0.560190737247467
7165,Keeping competition out: Iran start-ups thrive despite sanctions,0.2737298905849457
7166,JCSC chief Gen Zubair invited to Washington conference,0.0
7167,12th anniversary of 2005 quake observed amid ‘unfulfilled’ promises,0.11483632028102875
7168,"Sexual assault on boys in Kasur: Sociologists, psychologists to help find out causes of crime",0.02422691136598587
7169,Special Branch wants terror suspects placed on fourth schedule,0.0
7170,9 points to remember if you're seeking therapy for mental health challenges,0.0
7171,Qatar crisis can end if Doha gives up FIFA World Cup: UAE security official,0.05001473054289818
7172,Gujarat riots: Indian court commutes death sentences of 11 Muslim men,0.0
7173,Schizophrenic and on death row: the tragic case of ex-cop Khizar Hayat,0.0
7174,PPP files motion in Senate against 'US attempt to sabotage CPEC',0.0
7175,Red Cross to reduce Afghanistan presence after deadly attacks,0.0
7176,Ranveer Singh is giving off major Khal Drogo vibes in the new Padmavati trailer,0.0
7177,Richard Thaler of US wins Nobel Economics Prize,0.2542898654937744
7178,Second Test: Pakistan fightback sets up intriguing finish,0.0
7179,Two women killed in Marseille station knife attack,0.0
7180,Making it to Silicon Valley,0.022775715216994286
7181,Dove apologises for 'racist' body wash ad,0.039515767246484756
7182,"Islamabad sees large rallies for early merger of Fata, Khyber Pakhtunkhwa",0.0
7183,Usman Khawaja opens up about racism and sports in Australia,0.0
7184,Vital to tackle disappointment of people: HRCP,0.0
7185,Indian forces kill 'wanted' JeM militant leader in held Kashmir,0.0
7186,PM formally dismisses Intelligence Bureau 'monitoring list' as fake,0.0
7187,Turkey hopes US will review decision to halt visa services,0.0
7188,IoBM fires security official for 'misbehaviour' with faculty member over 'inappropriate attire',0.0
7189,20 Indian farmers die after inhaling pesticides while spraying crops in Maharashtra,0.3547956645488739
7190,X-SQUARE: A FITTING LOSS FOR A FIT UNIT,0.0
7191,Farhan Akhtar calls media discriminatory towards Hrithik Roshan in open letter,0.0
7192,Actress Komal's 'runaway' landlord granted bail by SHC,0.03840721771121025
7193,German conservative parties say they agree on migrant limit,0.030646344646811485
7194,Black rhino to return to Chad after South Africa deal,0.0
7195,PSX closes red after KSE-100 index loses 213 points,0.0
7196,Pakistan no more reliant on US for military needs: Prime Minister Abbasi,0.2871924638748169
7197,India's top court bans firecracker sales before Diwali,0.2243114411830902
7198,Giving up jihad,0.0
7199,Farhatullah Babar championed causes that few other parliamentarians did,0.0
7200,Centre asked to end its ‘unfair treatment’ of Pakhtuns,0.13722778856754303
7201,Hospital officials suspended for dumping waste in river,0.0
7202,Dengue scare at Khyber Teaching Hospital as death toll reaches 50,0.0
7203,Market seesaws amid currency drama,0.8302587270736694
7204,Corridors of power at a standstill,0.3086254596710205
7205,3 Hazaras among 5 shot dead on Quetta's Kasi road,0.0
7206,"Multinational brands should support classical musicians, says Khalid Ahmed",0.0
7207,Firefighting to shore up reserves,0.8942214846611023
7208,"'Not afraid of arrests': Maryam, Capt Safdar granted bail in NAB reference",0.0
7209,Govt asked to set up separate zone for six backward dists,0.0
7210,Tom Petty returns near top of Billboard album sales chart after death,0.0
7211,PTI seeks disqualification of KP MPA Ziaullah Afridi for joining PPP,0.0
7212,Who is listening?,0.17378437519073486
7213,What is the future of Maula Jutt?,0.0
7214,Here's why security cameras are becoming an absolute essential for Pakistanis,0.07177034765481949
7215,US Vice president exits NFL game after anthem protest,0.0
7216,Couple in Nepal's 'first transgender marriage' finds acceptance,0.0
7217,"At least 12 dead, scores missing in Rohingya capsize: officials",0.0
7218,Almost 150 go on trial over Turkey coup bridge massacre,0.0
7219,Top Republican lawmaker says US on course for WWIII with Trump at helm,0.013280087150633335
7220,Trump sends Congress immigration legislation priorities,0.0
7221,ICC set to approve long awaited 'World Test Championship': report,0.03533601015806198
7222,"Small screen, big scream",0.15613725781440735
7223,"Senate panel gives Sindh govt, PR 15 days to resolve issues for KCR revival",0.4116068482398987
7224,"Policemen booked for kidnapping citizen for ransom, court told",0.0
7225,Karachi’s serial ‘knifeman’ unleashes collective fear,0.0
7226,Rape case against three in Hussain Khanwala village,0.0
7227,Movie mogul Weinstein fired over harassment claims,0.1377393901348114
7228,I will never forget the sound of a body being dropped into the pit when a man was hanged,0.0
7229,Malala tweets a photo of her first day at Oxford,0.0
7230,A new film festival for Karachiites is in the works,0.0
7231,Thousands evacuate as California wildfires kill 10,0.0
7232,Taking sides on CPEC,0.08800540119409561
7233,"From flying taxis to robocops, Dubai as a tech pioneer",0.16541516780853271
7234,Sex attacks leave Rohingya children fearful in Bangladesh’s camps,0.0
7235,Global logistics body elects Pakistani as president,0.20397350192070007
7236,Policeman on bail in Benazir case given assignment,0.0
7237,Shaheer Niazi — teenager who put Pakistan on science map,0.057620592415332794
7238,PTI ‘tacitly’ endorses NAB chief’s appointment,0.0
7239,Fiscal deficit for July-Sept drops to 10-year low,0.8532708287239075
7240,Sindh CM voices concerns over working of SC-appointed water commission,0.11576072126626968
7241,Abbasi tells National Assembly IB list a ‘forged document’,0.023540150374174118
7242,Fata reforms protesters not convinced by PM’s assurance,0.0
7243,NAB team to leave for London to collect evidence of Sharif properties,0.0
7244,SJC reserves ruling on reference against LHC judge,0.0
7245,Pakistan capable of thwarting any aggression: Bajwa,0.0
7246,"Real-time access to fuel, power data for provinces approved",0.5575894713401794
7247,Three soldiers martyred in North Waziristan attack,0.0
7248,Pakistan attempts to restart Afghan peace process,0.0
7249,"Strike, protest against braid-chopping in India-held Kashmir",0.0
7250,SC allows appeal against LHC’s ruling on standard of higher education,0.012629695236682892
7251,Abbasi ousts long-time aide in row over funds for LNG,0.5794988870620728
7252,South Asia no longer world’s fastest-growing region,0.8837180733680725
7253,FPCCI urges immediate release of refunds,0.3555971086025238
7254,ANP slams centre for ‘ignoring Balochistan’,0.11589303612709045
7255,Google finds evidence of Russian operatives seeking to interfere in 2016 US election,0.051634665578603745
7256,Sustainable farming needed for food security: FAO,0.9036417603492737
7257,Make or break for Messi and Argentina in World Cup qualifier,0.0
7258,PSX dips further as KSE-100 index sheds 489 points,0.34084272384643555
7259,"Why the most ambitious initiative to change Fata’s status is put on hold
",0.02778443694114685
7260,"Ivana vs Melania: First wife is 'self-serving', says US First Lady in White House statement",0.0
7261,"PTI to 'closely monitor' progress of newly appointed NAB chief, says Imran",0.0
7262,Islamabad High Court to hear bail plea of US terror suspect on Friday,0.0
7263,Iran warns US on designating Revolutionary Guards terrorist group,0.0
7264,NAB directed to probe sale of PIA plane to Germany museum,0.05098757520318031
7265,"Kulsoom Nawaz to undergo first chemotherapy session, says Maryam",0.0
7266,"Woman repatriated to India-held Kashmir as 'goodwill gesture', says ISPR",0.0
7267,"PML-N's Capt Safdar lashes out against Ahmadis, faces backlash on social media",0.0
7268,London mayor to visit Pakistan to boost trade ties,0.08976642787456512
7269,"Cabinet refers federal jobs quota issue to Parliament, CCI",0.16258646547794342
7270,"Catalan leader says 'has mandate to declare independence', proposes more dialogue",0.0
7271,Bangladesh arrests top leaders of Jamaat-e-Islami,0.0
7272,"4 militants, Indian soldier killed in fighting in held Kashmir",0.0
7273,"Jahangir Tareen case: SC raises questions on ownership of 18,500-acre land",0.10594206303358078
7274,"Shoaib Malik, Pollard, Sangakkara among Multan Sultans top picks",0.0
7275,Two killed in vehicle ambush on Kenya coast,0.012526986189186573
7276,"Depression should not be considered a character flaw, says Deepika Padukone",0.02501986362040043
7277,Gloves off as Japan election campaign starts,0.1177448183298111
7278,Crux day for Spain as Catalan leader decides on independence,0.0
7279,New Zealand police sorry for 'insensitive' road death tweet,0.0
7280,Do you know how to support friends and family through mental illness?,0.0
7281,Special report: The legendary Liaquat 1895-1951,0.03234173730015755
7282,Striking gold at the landfill,0.2640848159790039
7283,Public-sector strikes add to pressure on France's Macron,0.09904120117425919
7284,Farhan Saeed bags his first film with Punjab Nahi Jaungi writer Khalil ur Rehman,0.0
7285,"Gulalai violated PTI's laws, Imran's lawyer tells ECP",0.0
7286,7 celebrities who've spoken out about dealing with mental illness,0.0
7287,PIA incurs losses worth over Rs146 billion in last 4 years,0.3947882056236267
7288,Police take Gazeen Marri into custody again for interrogation into terror cases,0.0
7289,"Sri Lanka thrash Pakistan, claim Test series",0.0
7290,PCB names 14-member women's cricket squad for New Zealand series,0.0
7291,FIFA 2022: UAE official calls for Qatar to 'repudiate policies supporting terrorism',0.0
7292,N. Korea hacked South’s war plan: report,0.025476085022091866
7293,Russia says US ‘pretending’ to fight IS in Iraq,0.0
7294,India may allow female Haj pilgrims to travel without male guardian,0.0
7295,"20,000 evacuate as California wildfires kill 10",0.0
7296,"Ronaldo, Messi on Ballon d’Or shortlist",0.0
7297,Asif takes 11 as Wapda whip Islamabad,0.022371914237737656
7298,Ancient pools near Jerusalem set for renovation,0.24441592395305634
7299,Aussies dash war-torn Syria’s World Cup hopes in extra time,0.0
7300,Catalan leader suspends independence pending talks,0.0
7301,Nasa astronauts go spacewalking outside ISS again,0.0
7302,‘Cash-starved’ PHA cracks down on defaulters,0.3057529926300049
7303,"Don’t undermine nuclear deal, Iran warns US",0.0
7304,Has UN failed the Rohingyas?,0.0
7305,"Killers of Perween Rahman nabbed, Supreme Court told",0.0
7306,Three MQM-L men confess to murdering UC chairman,0.0
7307,"‘One dictator got ZAB executed, other plotted Benazir’s assassination’",0.0
7308,Two ‘missing’ MQM-L men resurface to quit party,0.0
7309,"Posting of BB murder accused a conspiracy, says PPP leader",0.0
7310,Mental Health Authority to be activated: minister,0.0
7311,Starc urges Aussie fans to target Stokes,0.0
7312,Unprecedented rise in US air strikes in Afghanistan,0.17222267389297485
7313,Time for Pakistan to do some serious soul-searching,0.0
7314,Kabul puts off transit trade meeting with Pakistan,0.5794211030006409
7315,Sindh okays Rs6.47bn development schemes,0.563639760017395
7316,Senators raise questions over Gen Rizwan Akhtar's premature retirement,0.0
7317,Rock thrown at Australian team bus after they thrash India in 2nd T20 to level series,0.0
7318,"Eight dead, 19 injured in bus accident near Larkana",0.0
7319,Cabinet decides to revise quota system in country,0.18191084265708923
7320,"Overbilling by power companies to be criminalised, NA told",0.21426554024219513
7321,"A-level students ineligible for admissions to MBBS, BDS",0.016594605520367622
7322,Trump suggests he’s smarter than Tillerson,0.0
7323,Govt uses Senate session to defend itself,0.0
7324,‘Fake’ list of MNAs with links to militants not an inside job: IB chief,0.0
7325,Two 4-star hotels in Multan,0.4568922221660614
7326,SJC to begin examining evidence against IHC judge early next month,0.0
7327,PPP files petition against Election Act 2017,0.0
7328,Motion submitted in Senate to seek govt views on India-US nexus against CPEC,0.0
7329,Nepra grants KE 70 paisa tariff increase after review,0.9049608111381531
7330,Remittances see small annual rise,0.9438005089759827
7331,Auto sales race up 27pc,0.8949429988861084
7332,New channel for LNG vessels at Port Qasim,0.6171465516090393
7333,Tariff for Discos to go up by Rs2,0.8508824110031128
7334,MTR revision deadline moved to 16th,0.7892506122589111
7335,FCA to set production targets for Rabi season,0.8373611569404602
7336,Body on accountability law meets today amid little sign of consensus,0.0
7337,Motorcycle ambulances see the light of day,0.0
7338,"Medication errors cause half a million deaths in Pakistan, say pharmacists",0.033798813819885254
7339,A tale of two private members’ bills,0.0
7340,"FIFA suspends Pakistan Football Federation as its 'offices, accounts remain in court's control'",0.01253562606871128
7341,China catching up to US in foreign aid flow,0.5492493510246277
7342,Apple and A R Rahman are setting up two music labs in India,0.0
7343,"Land, whether owned or leased, has to be declared in election forms, SC tells Tareen's lawyer",0.08758825063705444
7344,Spanish PM demands clarity from Catalonia on independence,0.02190190926194191
7345,School a rare sanctuary for traumatised Rohingya children,0.0
7346,Irked SC judges ask AG to submit reply on NAB's plea bargain practice,0.0
7347,15 dead as wildfires torch California wine country,0.055630262941122055
7348,NAB directed to probe financial irregularities in construction of Islamabad airport baggage terminal,0.1633867472410202
7349,5 thoughts I had after this year's Magnum Chocolate Party,0.0
7350,Ireland expected to play first-ever Test against Pakistan: report,0.0
7351,Petitions filed against LHC decision to release police officers convicted in BB murder case,0.0
7352,Bearish trend continues at PSX as benchmark index sheds 107 points,0.18314634263515472
7353,Former CJP Tassaduq Jillani designated ad hoc judge in Jadhav case: Foreign Office,0.0
7354,Bajwa urges govt to expand tax base in order to break 'begging bowl',0.29495927691459656
7355,"LNG import deal with Qatar will destroy Sui Southern Gas, warns Sheikh Rasheed",0.16708630323410034
7356,FBR achieves 20pc revenue collection growth in first quarter,0.7893406748771667
7357,West is threatening Russian sovereignty: Moscow MPs,0.0
7358,Pakistan defeat Bangladesh 7-0 in first Hockey Asia Cup match,0.0
7359,Iran deports over 70 Pakistanis for travelling without documents,0.0
7360,Teenage boy tortured to death by police officials,0.0
7361,Asma Jahangir calls on Nawaz to take notice of Safdar's 'unacceptable' attack on Ahmadis,0.0
7362,"Pakistanis invested $8 billion in Dubai real estate in last 4 years, NA committee told",0.5087233781814575
7363,Senate adopts resolution against disqualified persons holding party office,0.0
7364,Gunbattle leaves 4 dead in India-held Kashmir,0.0
7365,CDA finds violations in lawmaker’s under-construction plaza,0.02791069820523262
7366,"India's top court rules sex with a minor wife is rape, closing a legal loophole",0.0
7367,‘Capital’s master plan should have been revised every 20 years’,0.39158499240875244
7368,‘Wider public debate needed on death penalty’,0.0
7369,Imran threatens agitation if corrupt people protected,0.21444131433963776
7370,Perera stars as SL end Pakistan’s unbeaten run in UAE,0.0
7371,The First Anglo-Afghan War shows us how the same pattern follows whenever Afghanistan is invaded,0.023486293852329254
7372,Wanted: violent Muslim women,0.0
7373,"The bridal market is flooded with same-looking designs, says Sadaf Fawad Khan",0.0627981424331665
7374,Melting of ice,0.0
7375,Saudi-bound PIA flight makes 'technical' landing in Lahore after smoke detection,0.02305707335472107
7376,US bombers fly over Korean peninsula in show of force,0.0
7377,A sorry state of affairs: No new admission to Sahiwal University,0.0
7378,Messi secures Argentina's spot in World Cup with brilliant hat-trick,0.0
7379,ECP rejects Milli Muslim League's party registration application,0.0
7380,Retired justice Javed Iqbal takes charge as new NAB chief,0.0
7381,Dealing with brand crises,0.12717212736606598
7382,Two women killed in Marseille station knife attack,0.0
7383,Growth in a well regulated market,0.39804837107658386
7384,"Three decades of friendship with Aamir Zaki, Pakistan's unsung guitar hero
",0.0
7385,Does the new 'Star Wars' trailer tell us Princess Leia's fate?,0.0
7386,US rules out negotiated IS withdrawal from Raqa,0.0
7387,Muslims flee Indian village after singer killed by Hindu priest,0.0
7388,Picasso’s mansion set to sell for $24m,0.08747217804193497
7389,"Turkey, US discuss visa crisis in phone talks",0.0
7390,‘Pakistan will make Asia Cup final’,0.058949682861566544
7391,"Lead or leave, UK Labour tells embattled premier",0.0
7392,Spanish govt threatens to suspend Catalonia’s autonomy,0.0
7393,Trump sees power as military strength — and nukes as the apex of that power,0.0752655640244484
7394,Ruthless UBL canter to third innings win,0.0
7395,China protests to US over sail-by in disputed waters,0.0
7396,"Once in a pickle, French cornichons back in business",0.40051454305648804
7397,"Coffee shop sealed, ice cream factory rewarded",0.14027611911296844
7398,Rangers’ powers extended for another 90 days,0.0
7399,Untold stories from prison,0.0
7400,"Sindh’s population to double  in 30 years, experts warn",0.3459528684616089
7401,"PSP to bring in own chief minister after general elections, says Kamal",0.0
7402,‘No lecturer posted in Naudero girls’ college since inception’,0.01028364896774292
7403,‘Exorcists’ torture chikungunya patient to death to rid him of jinn,0.0
7404,Non-regularisation of jobs: Visually impaired people block Metro route for 10 hours,0.0
7405,Orange Line Train project: CM’s remarks seen as ‘incitement to public violence’,0.10135634988546371
7406,PFA to ban vanaspati ghee by July 2020,0.6263293027877808
7407,"Portugal, France book World Cup tickets; Dutch to stay home",0.0
7408,Mata Hari: femme fatale executed 100 years ago,0.0
7409,US out of World Cup for first time since 1986,0.0
7410,NAB notices pasted at Sharif’s Lahore residences,0.0
7411,‘Changes to Tests must be in line with new structure’,0.059557631611824036
7412,Senate body rejects amendment to child marriage act as ‘un-Islamic’,0.0
7413,"DSP, others arrested in Karachi for keeping three men in illegal custody",0.0
7414,"No Fata-KP merger without referendum, says Fazl",0.0
7415,New Afghan peace talks likely in Oman next week,0.0
7416,"Don’t look at CPEC from Indian perspective, Pakistan asks US",0.05249261483550072
7417,Gazain denies he returned under a deal,0.0
7418,"Law to amend voluntary return pending before Senate, SC told",0.0
7419,"Three NA panel heads, two state ministers and 11 parliamentary secretaries appointed",0.025599343702197075
7420,Three Ahmadi men sentenced to death on blasphemy charge,0.0
7421,Honda bikes selling on black market in Karachi,0.7581680417060852
7422,Messi treble lifts Argentina to World Cup,0.0
7423,"Trump meets Trudeau, says NAFTA negotiations will be 'tough'",0.04743892699480057
7424,LPG pricing passed to producers,0.7029218673706055
7425,Dollar rising in open market,0.8064902424812317
7426,Sponsors’ input sought on reprioritising projects,0.820452868938446
7427,Stocks continue losing streak amid choppy trade,0.4241909086704254
7428,Wheat production target set at 26.4m tonnes,0.8887978196144104
