,head,topic_rep
1158,"Balochistan fails to account for over 1,500 govt-run schools",0.0
1159,Two PSP workers killed in Karachi gun attack,0.0
1160,81 killed in rain-related incidents in 22 days: NDMA,0.0
1161,Sindh CM asks PM Nawaz to step down from office,0.0
1162,LHC bars govt from demolishing Bahria Town buildings,0.0
1163,"Varun Dhawan, Saif Ali Khan and Karan Johar defend nepotism, take a dig at Kangana at IIFA 2017",0.04944586008787155
1164,Nawaz Sharif nominated for Nobel Peace Prize,0.0
1165,Aladdin's lead cast has been finalised and fans are not happy,0.0
1166,"In formal objection to JIT report, Sharif family terms it a 'farce'",0.0
1167,Five more injured along LoC as Army issues stern warning to India over July 16 attack,0.03509083762764931
1168,"Cake is a film about family values, shares Hira Hussain",0.0
1169,PTI to contest NA 260 election result with 'undeniable evidence of election rigging',0.0
1170,Ghulam Qadir Thebo appointed AIG Karachi in high-level shuffle,0.0
1171,IoBM founder and president Shahjehan Karim passes away in Karachi,0.0
1172,"PSX commences week on cautious note, benchmark index adds 186 points",0.012752030976116657
1173,"Taliban driven out from district in Afghanistan's Helmand province, says Afghan official",0.0
1174,The best and worst looks from this year's International Indian Film Academy Awards,0.0
1175,"Dawn Films, IMGC Global sign contract to produce movie",0.013285082764923573
1176,"Panama Papers case: SC takes up JIT report, PML-N files objections",0.010931060649454594
1177,The Powers of I & E,0.0
1178,Understanding CPEC,0.0
1179,SECP chief gets pre-arrest bail in record-tampering case,0.0
1180,Challenges for the digital media agency ,0.0
1181,A BJP leader from lowest Dalit caste: India's likely choice for next president,0.0
1182,"IS stronghold in Raqqa 'liberated', says SDF",0.0
1183,Chinese censors can't bear Winnie the Pooh,0.0
1184,14 Kuwaiti citizens convicted of plotting attacks flee to Iran,0.0
1185,"After Pakistan's dismal World Cup performance, Sana Mir may lose captaincy",0.2532274127006531
1186,Chit Chaat offers Lahoris delicious comfort food,0.0
1187,Security measures: Muslims continue praying outside Al Aqsa compound,0.0
1188,Hearing of Sharjeel spot-fixing case over,0.0
1189,Federer climbs up to third in ATP rankings,0.18906749784946442
1190,‘Baghdadi almost certainly alive’,0.07678406685590744
1191,Philippine leader to expedite bill for self-rule in Muslim region,0.0
1192,Mendis stays firm in record Sri Lanka chase,0.9967013597488403
1193,Massive reshuffle in Sindh police hierarchy amid IGP’s reservations,0.0
1194,Murad says no justification for PM to stay in power after JIT report,0.0
1195,PML-N laughs off Bilawal’s resignation threat,0.0
1196,Punjab yet to take measures to control flow of sewage into Rawal Lake,0.0
1197,"A weak rupee is a result of macroeconomics, not conspiracies against the state",0.0
1198,UAE denies hacking Qatari websites,0.0
1199,Philander-inspired Proteas crush England at Trent Bridge,0.8921128511428833
1200,"Civilian deaths in Afghan war record high, says UN",0.0
1201,Chinese investors show interest in agri sector,0.0
1202,Foreign investment hits 8-year high,0.0
1203,Dar urged to maintain cash subsidy on exports,0.0
1204,"New gas discovery to boost domestic, industrial supplies: Abbasi",0.015473751351237297
1205,"EU has ‘clear interest’ in stable, democratic Pakistan",0.0
1206,Balochistan rejects reports about $11.5bn penalty in Reko Diq case,0.0
1207,Trump to hold meeting on South Asia policy,0.0
1208,Zehri terms Panama Papers case a conspiracy to derail democracy,0.0
1209,‘JIT failed to prove PM’s direct link with offshore companies’,0.0
1210,PTI to wait for SC verdict before pressuring Sharif to quit,0.0
1211,Eight militants killed in new Khyber operation,0.0
1212,Tourist spot  in Gilgit-Baltistan claims 21 lives this summer,0.033201511949300766
1213,"3,000 Afghans deported from Torkham since June last year",0.0
1214,Stocks manage modest gains amid thin volumes,0.011127691715955734
1215,US decision will not affect legitimate struggle for Kashmir's freedom: Syed Salahuddin,0.0871831551194191
1216,‘Less than 3pc women are involved in decision making’,0.0
1217,Ed Sheeran's cameo in Game of Thrones causes uproar on Twitter,0.0
1218,Pakistani student bags bronze medal in international chemistry competition,0.058166176080703735
1219,Bilawal announces educational aid for under-18 snooker champion,0.0
1220,Saudi police question woman who wore miniskirt in video,0.0
1221,"US announces new Iran sanctions over ballistic missiles, terrorism support",0.0
1222,Varun Dhawan tweets apology after taking a dig at Kangana at this year's IIFA Awards,0.03827348351478577
1223,"Stocks surge 1,113 points as bulls return to market",0.0
1224,"Cyber harassment can lead to depression and suicidal thoughts, suggests DRF report",0.0
1225,Lawmakers question Raheel Sharif's role in Saudi military alliance,0.0
1226,"Malala meets Chibok 'heroes', calls for education emergency in Nigeria",0.0
1227,PM's children finalise objections to JIT report,0.011809196323156357
1228,'Lipstick Under My Burkha' to finally hit screens,0.0
1229,Apple announces Hijab emoji on World Emoji Day,0.0
1230,Air force chief awarded Turkish Legion of Merit award,0.0
1231,Indian soldier kills officer in altercation over mobile phone,0.0
1232,"Indian firing leaves 2 dead, at least 13 wounded in Azad Kashmir",0.0
1233,Caught in the middle: Should Pakistan reassess its alliance with Saudi Arabia?,0.0
1234,Danyal Zafar will make his Coke Studio debut with Momina Mustehsan,0.0
1235,6 killed as three-storey building collapses in Karachi's Liaquatabad,0.0
1236,Beating the summer heat with lassi and rabri doodh,0.0
1237,The wood in the axe,0.023156065493822098
1238,"Panamagate case: We have been waiting for PM's money trail since day one, SC tells Sharif's lawyer",0.0
1239,"LHC dismisses petitions seeking disqualification of Shahbaz, Nawaz",0.0
1240,Armeena Khan announces her engagement on Instagram,0.0
1241,Is Kaabil going to become the first Hindi movie to get a Hollywood remake?,0.0
1242,'World has become a global village': LHC lifts Pemra ban on airing of Indian plays,0.0
1243,"Virat Kohli is the best batsman in the world, says Mohammad Amir",0.6929140090942383
1244,BPL franchise signs Champions Trophy hero Hasan Ali,0.04987680912017822
1245,LHC sets aside notification for appointment of Usman Khattak as IGP Punjab,0.0
1246,Shahzaib’s PSL case hearing deferred to August,0.0
1247,Turkey rolls out new school curriculum — without Darwin,0.0
1248,Sri Lanka make record run chase to beat Zimbabwe,0.9866035580635071
1249,"Tour de France: Matthews wins 16th stage, Froome keeps yellow jersey",0.30579718947410583
1250,Hussain slams ‘abysmal’ England selection,0.6799941062927246
1251,Taylor steers England to Women’s World Cup final,0.5779068470001221
1252,Hundreds of boys ‘abused’ at German choir school,0.0
1253,'Hans gayi aur phans gayi': On the mechanics of laughter and sexual harassment,0.0
1254,Xi pledges ‘unremitting’ efforts for Middle East peace,0.0
1255,Tens of thousands of Canadians flee forest fires,0.18430879712104797
1256,Cinema in Islamic centre given 7-day shutdown notice,0.0
1257,CDA finds high levels of ‘waste contamination’ in Rawal Dam,0.0
1258,"PCB reviews budget allocation, domestic structure of women’s wing",0.21494893729686737
1259,US decision will not affect legitimate struggle for Kashmir's freedom: Syed Salahuddin,0.08718397468328476
1260,"Government ‘cyber troops’ manipulate Facebook, Twitter",0.0
1261,Spanish football federation chief arrested in fraud probe,0.0
1262,Lawyers top body wants Sharif to step down,0.0
1263,Customs procedures being upgraded,0.0
1264,King of fruits: Sindh's best kept secret,0.0
1265,PM’s choice in Panamagate case: SC verdict or NAB court,0.0
1266,Is democracy under threat?,0.0
1267,"China losing patience with India, diplomats in Beijing told",0.0
1268,Trump fumes as bid to reform healthcare collapses,0.04558684676885605
1269,Britain unveils Jane Austen banknote on her death bicentenary,0.0715259239077568
1270,Opposition warns of agitation if Sharif stays,0.0
1271,Martyred army officer got married seven months ago,0.0
1272,LHC dismisses plea seeking Punjab CM’s disqualification,0.0
1273,Balochistan pays compensation money to heirs of nine workers from Sindh,0.0
1274,Afghan envoy meets JUI-S chief,0.0
1275,‘Rent-free week’ in Neelum valley planned,0.17865978181362152
1276,CNG-fitted Mehran bows out,0.0
1277,"300,000 tonnes of sugar export approved",0.0
1278,Tax collection surges 30pc in 15 days,0.0
1279,Over 200 cases filed under anti-money laundering law,0.0
1280,Baaghi's trailer shows Qandeel's journey from a small-town girl to a social media celeb,0.0
1281,US decision will not affect legitimate struggle for Kashmir's freedom: Syed Salahuddin,0.08718348294496536
1282,Work on Rs8bn Blue Line project to begin in November,0.0
1283,Two murder accused shot dead by complainant in Gujar Khan court,0.0
1284,'All I can say about Careem's rishta aunty service is: what in the world?',0.0
1285,"""I will not speak about nepotism nor Kangana,"" Karan Johar regrets IIFA joke",0.03794834762811661
1286,Imran Khan says prime minister's businesses a 'front for corruption',0.0
1287,"Army destroys Indian posts in retaliation to cross-border shelling, killing 5: ISPR",0.0
1288,"KSE-100 index pares gains, sheds 218 points",0.013813935220241547
1289,"Kashmiri delegation calls on Sartaj Aziz, seeks Pakistan's support",0.0
1290,Engendering rights,0.0
1291,"'It's me today but it'll be others tomorrow,' PM warns opponents",0.0
1292,Saudi Snapchat 'model in skirt' released without charge,0.0
1293,Sri Lanka to probe 2011 World Cup's controversial defeat against India,0.5604059100151062
1294,BBC under fire for gender pay gap as top salaries revealed,0.0
1295,What has caused Pakistan's alarming trade deficit?,0.0
1296,Situationer: Balochistan police in the line of fire,0.0
1297,"Senators term Prevention of Electronic Crimes Act, 2016 a 'black law'",0.0
1298,ISPR slams Afghan MoD's 'unwarranted' response to Khyber-4 operation,0.0
1299,Iran's president threatens response to new US sanctions,0.0
1300,Saudi airstrike in Yemen leaves 20 civilians dead,0.0
1301,4 Hazaras killed near Mastung after gunmen open fire on vehicle,0.0
1302,Marvel Comics legend Stan Lee honoured by Hollywood,0.0
1303,"Where did funds for properties in KSA, London, and Dubai come from: SC judges ask PM's lawyer",0.0
1304,Careem is offering rishta aunty services and people are losing it,0.0
1305,COAS says there will be 'no compromise' on country's defence,0.0
1306,"Trump, Putin had another conversation hours after their meeting at G20",0.0
1307,Imran Abbas joins Sajal Aly for Sarmad Khoosat's upcoming TV serial,0.0
1308,Afghan robotics team bags 'courageous achievement' medal in US,0.0
1309,Arabs urge Qatar to accept 6 principles to combat extremism,0.022759458050131798
1310,Budget dispute with Macron leads to French military chief's resignation,0.03434043377637863
1311,Kapoor & Sons director Shakun Batra wants to work with Fawad Khan again,0.058809902518987656
1312,Lady Reading Hospital suspends 7 staffers over video leak,0.0
1313,US hands over 50 'world class' explosive detectors to Pakistan Army,0.012904946692287922
1314,Dubai legal firm confirms legality of documents showing PM's employment status: report,0.0
1315,Pakistan lodges protest with India over 'unprovoked ceasefire violations',0.0
1316,"After six chaotic months, can Trump save his presidency?",0.03657657280564308
1317,Defending Sharifs: Most cabinet members mute for ‘not being updated’ on Panama,0.0
1318,88 of oil tanker tragedy victims identified thru’ DNA,0.032752346247434616
1319,Last trip to Sri Lanka changed India’s mindset: Kohli,0.7002202868461609
1320,"US says Pakistan failed to act against Taliban, Haqqani Network",0.0
1321,Eranga cleared to bowl after ban,0.454247385263443
1322,Senate body expresses concern over surging national debt,0.0
1323,"Australia, India battle for women’s World Cup final spot",0.6111369132995605
1324,Price surcharges frustrate users of ride-hailing services,0.023256510496139526
1325,Man in Naila Rind suicide case granted bail,0.0
1326,June power tariff may be cut by Rs2.13,0.0
1327,Currency dealers asked to reduce dollar price,0.0
1328,Current account deficit touches record $12.1bn,0.0
1329,The US and Iran are heading toward crisis,0.0
1330,"Breaching rules, PFF receives AFC funds in private account",0.0
1331,Israeli prime minister accidentally admits Syria strikes,0.0
1332,"Three years on, parliamentary panel passes poll reforms bill",0.0
1333,Trump to discuss ‘new ideas’ on Afghanistan,0.0
1334,"After a year in office, Sindh CM says he faces 'constraints'",0.0
1335,"Govt, opposition continue war of words outside SC",0.0
1336,PM’s only business was to enjoy kickbacks from projects: Imran,0.0
1337,Sharif to inaugurate Lowari tunnel today,0.0
1338,"$12.7m project launched to combat human trafficking, migrant smuggling",0.0
1339,PM’s health scheme to cover 14 more districts,0.0
1340,India’s top court considers whether privacy is a right,0.0
1341,Former Qesco employee gets 11 years for corruption,0.0
1342,"JIT didn’t prove PM owned London flats, counsel tells SC",0.0
1343,Senators demand new accountability law with no ‘sacred cows’,0.0
1344,"Pakistan, Iran to boost cooperation on management of border: FO",0.0
1345,JIT may never have been if not for NAB chief’s ‘omission’,0.0
1346,‘Vocational education reforms vital to CPEC’s success’,0.0
1347,EU threatens Poland with sanctions over changes in judiciary,0.0
1348,"Markets face shortage of hepatitis C, renal failure drugs",0.0
1349,Advancing CPEC by stealth,0.0
1350,"13 terrorists killed, 6 injured as Operation Khyber-4 gains momentum",0.0
1351,"Gen Zia’s era taught writers to stand up for truth, says Sindhi writer Noor ul Huda Shah",0.0
1352,US decision will not affect legitimate struggle for Kashmir's freedom: Syed Salahuddin,0.08718415349721909
1353,"Army wants to mainstream Fata before its merger with KP, says Safron minister",0.0
1354,Is Facebook using Pakistan's concerns about online blasphemy to advance its own interests?,0.0
1355,"Hockey federation appoints new selection committee, head coach",0.0
1356,Saudi prince arrested over videos showing abuse,0.0
1357,Former militant commander shot dead in Kharan district,0.0
1358,"European Union, Britain tiptoeing forward in vital Brexit divorce talks",0.0
1359,Germany indicts five suspects in Islamic State recruitment ring,0.0
1360,Two Afghan policemen killed as Taliban ambush convoy,0.0
1361,Sarfraz wants to make Pakistan the top side in all three formats,0.1801159381866455
1362,"Islamic State families, Mosul displaced live side-by-side in Iraq camp",0.0
1363,Bears dominate trading as PSX sheds 359 points,0.0
1364,Pakistan's first-ever Under-18 Snooker World Champion arrives home in Sahiwal,0.0
1365,PPP's Saeed Ghani resigns from Senate seat to join Sindh Assembly,0.0
1366,UK archives show Churchill blocked release of Nazi memos,0.02132667414844036
1367,Sindh govt moves to assume greater control over provincial police,0.0
1368,France's Macron seeks to repair damage after army chief quits,0.03945520892739296
1369,India elects BJP-backed Kovind as 14th president,0.0
1370,Panamagate case: SC judges question Sharif children's lawyer on Qatari letters,0.013296934776008129
1371,ECP disposes of MQM appeal against Ghani's victory in PS-114,0.0
1372,Ed Sheeran denies deleting Twitter account after Game of Thrones backlash,0.0
1373,PCB rubbishes reports on lack of arrangements for women's cricket team's return,0.1450323462486267
1374,US Senate icon John McCain diagnosed with brain cancer,0.0
1375,Rape suspect's death in police custody sparks riots in India,0.012166864238679409
1376,Farhan Ali Agha will make a guest appearance in Parwaaz Hai Junoon,0.0
1377,40-year-old insurgency the real cause of terrorism in Afghanistan: FO,0.0
1378,India ready to discuss border stand-off with China,0.014452720992267132
1379,"Kuwait shuts Iran cultural mission, expels some diplomats",0.0
1380,China orders tech firms to tighten censorship controls,0.0
1381,PM Nawaz hits out at rivals during inauguration of Lowari Tunnel in Chitral,0.02108108438551426
1382,"The trailer did not do the film justice, says Shahroz Sabzwari about Chain Aye Na",0.0
1383,"Remove Jerusalem metal detectors, demands Erdogan",0.0
1384,Khawaja Junaid disappointed by Pakistan Hockey Federation action,0.0
1385,Mudassar says training camp will help in discovering fresh talent,0.12834309041500092
1386,"Physical fitness, mental toughness our targets, says Mushtaq",0.4285537600517273
1387,Google Street View finally captures missing Austria,0.022562310099601746
1388,‘Bilawal to lead ‘go Nawaz go’ rallies in August’,0.0
1389,"With climate change driving child marriage risks, Bangladesh fights back",0.0
1390,"By embracing Russia, Trump bumps up against top advisers",0.0
1391,Robbers make off with Rs3m in year’s fifth bank heist in Karachi,0.0
1392,Four factory workers die after falling into chemical tank in Karachi,0.04635399952530861
1393,Facebook told to submit info about fraudulent page,0.0
1394,Shikhar or Abhinav should not feel burden of pressure: Kohli,0.7285043001174927
1395,Rebel ambush kills 28 pro-govt fighters near Damascus,0.0
1396,Pakistan needs latest farm-tech to achieve food security,0.010800119489431381
1397,Linkin Park singer Bennington dead in apparent suicide,0.31957921385765076
1398,Value-added textile exports grow,0.0
1399,"It's the PCB, not captain Sana Mir, who's responsible for Women's WC performance",0.466638445854187
1400,Factory sealed in Karachi as four die of inhaling toxic fumes,0.02531060017645359
1401,Trouble for PM if children can’t justify assets: SC,0.0
1402,Trump assails attorney general for recusing himself from Russia probe,0.0
1403,British Virgin Islands turn down JIT request,0.0
1404,Terrorists still raising funds in Pakistan: US report,0.0
1405,GDP growth beats ADB’s projection for 2016-17,0.0
1406,"People’s mandate snatched in by-poll, says Mengal",0.0
1407,IHC gives spy agencies five days to produce Zardari’s ‘missing aide’,0.0
1408,Shah asks PM to present assets record in parliament,0.0
1409,Punjab CM gives Rs132m for Awaran students,0.0
1410,Gwadar’s desalination plant shut down,0.0
1411,Open skies policy damaging PIA: PM’s adviser,0.0
1412,Foreign assistance prevents steep fall in development spending,0.01076353620737791
1413,Law to take course if PM fails to justify his assets: Aitzaz,0.0
1414,SECP chief seeks bail confirmation today,0.0
1415,"Analysts, politicians weigh in as SC reserves ruling on Panamagate case",0.0
1416,Private school head confesses to sexually abusing women,0.0
1417,One killed in held Kashmir as Indian troops open fire on protesters,0.0
1418,"Police arrest AJK 'faith healer' accused of raping, blackmailing women followers",0.0
1419,Sepoy martyred in IED blast during Khyber-4 operation: ISPR,0.0
1420,UAE says changes to Qatar anti-terror law 'positive',0.0
1421,Pentagon blocks $50m Coalition Support Fund payment to Pakistan,0.031118126586079597
1422,FOOTPRINTS: YOUR RISHTA HAS ARRIVED,0.0
1423,Situationer: No solace for Hazara families in mourning,0.0
1424,CM Sindh briefs opposition leaders on proposed provincial accountability law,0.0
1425,PSX gains 234 points amidst tight volumes in session marked by volatility,0.013094436377286911
1426,Four killed in attack on police van in Karachi's Korangi area,0.0
1427,Sudden depreciation in rupee's value: SBP fails to complete probe within stipulated time,0.0
1428,Saif Ali Khan has a theory of the universe and wants you to know,0.019758636131882668
1429,Man and woman brutally killed for 'honour' in Karachi,0.0
1430,Sapphire's back with its summer sale and customers are going bananas as usual,0.021578453481197357
1431,"Indian shelling leaves one dead, three injured in AJK's Leepa Valley",0.04753788933157921
1432,Weekend Grub: Can Bonsai join Karachi's competitive market of Pan-Asian cuisine?,0.0
1433,Did the Japanese first lady really snub Trump at G20 dinner?,0.10986816138029099
1434,NAB closed 129 cases against politicians since 2014,0.0
1435,The strong rupee policy,0.0
1436,We tried Careem's rishta aunty ride and were pleasantly surprised,0.016758477315306664
1437,SECP Chairman Zafar Hijazi taken into FIA custody,0.0
1438,Atif Aslam and Fawad Khan rock in Pepsi Battle of the Bands teaser,0.0
1439,"SC concludes hearings, reserves judgment in Panamagate case",0.0
1440,"Meesha Shafi, Farhad Humayun and more mourn Linkin Park vocalist's death",0.18254612386226654
1441,Qatar changes anti-terror law amid Gulf row,0.0
1442,Trump appoints new ambassador to Afghanistan,0.0
1443,Court gives Imran Khan until August 21 to respond in Shahbaz defamation suit,0.0
1444,Girl power as India hails World Cup heroines,0.5539230108261108
1445,"2 killed, over 100 injured as quake hits Greek, Turkish resorts",0.010967852547764778
1446,Poet's Corner,0.05000000074505806
1447,The ummah at war with itself,0.0
1448,Eminent poet Hasan Akbar Kamal passes away at 71,0.0
1449,Discover the artist in you,0.0
1450,Opinion : Life is a journey,0.0431908518075943
1451,Ribbon chequered cover,0.0
1452,Art Corner,0.05000000074505806
1453,Story Time: Where did the notebook go?,0.0
1454,Word of the week,0.0
1455,The weekly weird,0.04207637533545494
1456,Spotlight,0.0
1457,Story Time: Crying alphabets,0.015757786110043526
1458,White House spokesman quits as Russia probe deepens,0.0
1459,Despicable Me 3,0.0
1460,PHF names 60 probables for Asia Cup training camp,0.0
1461,Mail box,0.0
1462,Australian cricket in crisis as pay talks fall over,0.2530985474586487
1463,Iran accuses US of nuclear deal 'sabotage',0.0
1464,Rocky Pak-US ties?,0.0
1465,Israeli forces kill three Palestinians as clashes erupt over Jerusalem holy site,0.0
1466,PM not out of the woods as SC reserves verdict,0.0
1467,Embattled Sharif reiterates stance he won’t quit,0.0
1468,Opposition alarmed about Punjab govt role after verdict,0.0
1469,"No easy going for England in decider, warns Raj",0.6194587349891663
1470,Intra-Kashmir trade suffers blow over ‘heroin smuggling’ allegation,0.0
1471,India warned of befitting response to ceasefire violations,0.019779354333877563
1472,Fish exports up by 21pc,0.01604294404387474
1473,"Don’t let this moment of opportunity slip away, IMF warns Pakistan",0.0
1474,"Imports of food, oil surge",0.0
1475,FPCCI demands implementation of FTA with Iran,0.0
1476,Index gains 234 points on institutional buying,0.0
1477,Tarbela dam safety devices out of order for four decades,0.0
1478,A promising future beckons,0.0
1479,This new residency programme supports emerging Pakistani artists,0.0
1480,"Balochistan CM Zehri orders inquiry into 1,500 ghost schools in the province",0.0
1481,The march of folly,0.01359434612095356
1482,2 FC men martyred in Balochistan's Chaghi district,0.0
1483,Egypt sentences 28 to death over prosecutor killing,0.0
1484,Balochistan govt receives Mi-171E helicopter from Russia,0.0
1485,We can’t save every child but can do it for one little girl: Sunny Leone on adopting a baby girl,0.013267604634165764
1486,Our whole culture reeks of sickening nostalgia: Sarmad Sehbai,0.0
1487,Defence minister accuses Imran Khan of laundering funds through his charities,0.0
1488,"Young couple attacked in Karachi's SITE area; husband killed, wife injured",0.0
1489,SBP maintains interest rate at 5.75pc,0.0
1490,Kuwait accuses Hezbollah of training Shias suspected of forming 'terror cell',0.0
1491,Kangana Ranaut breaks down nepotism for Saif and KJo in her own open letter,0.03303113207221031
1492,Iraq arrests 26 foreigners suspected of having links to IS: intelligence sources,0.02453458122909069
1493,Shibli Faraz's tax documents stolen from Islamabad residence,0.0
1494,Police arrest culprits after 5-year-old girl married to 22-year-old man near Shikarpur,0.0
1495,How is the govt helping students from Afghanistan attend school in Pakistan?,0.0
1496,"Ambassador to US says withheld Coalition Support Funds were 'reimbursement', not 'assistance'",0.012808921746909618
1497,US decision will not affect legitimate struggle for Kashmir's freedom: Syed Salahuddin,0.0871845930814743
1498,Imran Khan fails to submit complete financial record in SC,0.04783954471349716
1499,And now for virtual aisles ,0.0
1500,"Channel 24, DawnNews journalists manhandled by FIA officials at Islamabad hospital",0.0
1501,100 Pakistani exchange students to study a semester in US colleges,0.04454008862376213
1502,"Mountaintop of strategic value cleared, terrorists eliminated in Operation Khyber-4: ISPR",0.0
1503,16 Afghan policemen killed in US airstrike,0.0
1504,Sachal Jazz Ensemble's cover of the Game of Thrones theme is all you need to hear today,0.0
1505,"Man arrested after selling his newborn son for Rs15,000 in Tando Allahyar",0.0
1506,Marvi Memon conferred French National Order of Merit,0.0
1507,What does the SCO full membership hold for Pakistan?,0.0
1508,Armeena's fiance is her childhood sweetheart,0.0
1509,SECP Chairman Zafar Hijazi remanded in FIA custody for four days,0.0
1510,I didn’t fit in either the USA or India but I identified with both: Nate Rabe on his latest novel,0.0
1511,"Border fences will stop Muslim migration, says Hungarian PM",0.0
1512,Cabinet okays accountability law for provincial office-holders,0.0
1513,"US lawmakers reach deal on sanctions bill for Russia, Iran, N. Korea",0.0
1514,London hunts for ways to stop deadly youth stabbings,0.0
1515,Pollution-free rickshaws taking  over Paris,0.0312558151781559
1516,IGP issues new guidelines after attack on police van in Korangi ,0.0
1517,Honour killings — The dark side of Hazara,0.0
1518,"10 minors raped, killed in six months in Kasur city",0.0
1519,Court seeks fake account’s details from Facebook admin,0.0
1520,Imran Khan looking for defectors in PML-N’s ‘divided house’,0.02483937330543995
1521,Inquiry ordered into manhandling of journalists by FIA officials,0.0
1522,Philippines to extend martial law in south until year end,0.0
1523,"No clue to people behind killing of four policemen in SITE, IO tells court",0.0
1524,"70 villagers kidnapped in Afghanistan, seven killed",0.0
1525,Ducks not in a row,0.0
1526,Stocks recover losses in cautious trade,0.0
1527,Sharp jump in imports of car kits,0.0
1528,"US to keep special representative’s office, at least for now",0.0
1529,Govt to appoint acting chairman of SECP,0.0
1530,Home of Palestinian who stabbed to death three Israelis raided,0.011626430787146091
1531,PPP files resolution in NA calling for NBP chief’s removal,0.0
1532,Army captures strategic mountain top in Rajgal,0.0
1533,Rumours swirl as Nisar breaks his silence today,0.0
1534,FBR puts realty prices revaluation on hold,0.01616280898451805
1535,"No salary records of Imran’s county career, SC told",0.026247898116707802
1536,Railways operations suspended as train drivers go on strike,0.0
1537,Iran rejects US threats over detained Americans,0.0
1538,Final phase of South Waziristan IDPs’ return begins on Tuesday,0.0
1539,Iran announces new missile production line,0.0
1540,‘Dark water lake’ in Swat drawing tourists in numbers,0.16511891782283783
1541,SMOKERS’ CORNER: PROHIBITION OF PLEASURES,0.0
1542,NON-FICTION: THE INTENT OF THE INVADERS,0.0
1543,New White House communications chief deletes tweets Trump would not love,0.02949143759906292
1544,Shrubsole stars as England edge India in Women's World Cup final,0.7702110409736633
1545,Operation Khyber-IV: army clears terrorist strongholds in Rajgal valley,0.0
1546,IG Khowaja asks Sindh CM to save police department from 'complete maladministration',0.0
1547,8 people found dead in tractor-trailer in San Antonio,0.0
1548,"More than 600,000 can contract cholera in Yemen in 2017, warns ICRC",0.0
1549,Chaudhry Nisar postpones press conference due to 'extreme backache',0.0
1550,Nawaz Sharif did not conceal employment in UAE company: PM's lawyer submits reply in SC,0.0
1551,Chain Aye Na's title song is a 90s throwback we didn't ask for,0.0
1552,"My money trail is not 'missing', all documents submitted in court: Imran Khan's rebuttal",0.0
1553,Mideast Quartet expresses concern over Jerusalem violence,0.0
1554,Taliban fighters overrun district headquarters: Afghan official,0.0
1555,The Justice League trailer hints at Superman's return,0.0
1556,"Don't interfere in Turkey's affairs, Erdogan tells Germany",0.0
1557,TRAVEL: TRAVERSING AN ANCIENT ROUTE,0.01012344192713499
1558,Railways operations resume after remaining suspended overnight,0.0
1559,FICTION: SOUL SEARCHERS,0.04838285967707634
1560,WHEN READING A BOOK WAS A GROUP ACTIVITY,0.0
1561,NON-FICTION: THE FAILED RATIONALIST,0.0
1562,FICTION: TILL DEATH DO US PART,0.0
1563,NARRATIVE ARC: KULKARNI’S DREAM FOR THE FUTURE,0.0
1564,NON-FICTION: WHAT A ZOO,0.0
1565,Export packages: a promise made is a promise not kept,0.0
1566,Khasadar personnel martyred in IED blast near Peshawar,0.0
1567,Five lessons Pakistani brands can learn from Game of Thrones,0.02288469299674034
1568,Pepsi Battle of the Bands' launch song is all sorts of nostalgia,0.0
1569,LITBUZZ: JANE AUSTEN ON BRITISH £10 NOTE,0.05570532754063606
1570,Near perfect Froome claims fourth Tour title,0.24157015979290009
1571,Khurshid foresees Panama Papers case verdict announced by 26th,0.010238565504550934
1572,Ledecky starts worlds with a pair of golds,0.14525017142295837
1573,Spieth wins British Open for third major,0.0
1574,Neymar dazzles as Barca down Juve,0.010847849771380424
1575,Jansher blames India for keeping Pakistan from hosting events,0.0
1576,Banners favouring Shahbaz as PM appear in Lahore,0.0
1577,Ministries told to follow rules for approval of key decisions,0.0
1578,Winds of change in Jamshoro bode ill for PPP’s Malik Asad Sikandar,0.0
1579,Quetta Civil Hospital’s trauma centre declared autonomous body,0.0
1580,"Folk singer Zarsanga, two sons injured in attack",0.0
1581,Imran resents comparison between him and Sharif,0.029203366488218307
1582,Post-Panama Pakistan,0.0
1583,PPP ‘Go Nawaz Go’ rallies seek PM’s resignation sans delay,0.01187762338668108
1584,Govt accuses Imran Khan of forging money trail,0.0
1585,Journalists angry as no FIR against FIA officials,0.0
1586,Parliament should complete its term: Gilani,0.0
1587,View from abroad: Turkey’s increasing isolation,0.0
1588,Young blood from musical families will take centre stage in Coke Studio Season 10,0.0456341914832592
1589,Erdogan in the Gulf seeking to ease Qatar crisis,0.0
1590,Crisis leaves SECP boat rudderless,0.0
1591,Bankers fear rupee will fall again,0.0
1592,Bahawalpur tragedy hastens oil infrastructure projects,0.0
1593,Rupee report: Rupee’s downtrend continues,0.0
1594,"For Afghan girls team, trip to Washington was more than about robotics",0.0
1595,Why loans to farmers will not work,0.0
1596,"Jordanian shot dead, Israeli hurt at Amman embassy",0.0
1597,Migrant issue dominates German election campaign,0.0
1598,Afghan police search for villagers as 30 remain missing after mass kidnap,0.0
1599,Hazaras mark anniversary of deadly attack by IS in Kabul,0.0
1600,Trump’s son-in-law to testify in Congress twice,0.0
1601,"Syrian army, allies retake villages near Raqa from IS",0.0
1602,Corporate Pakistan sings a nationalistic tune,0.0
1603,24 killed as car bomb explodes in western Kabul,0.013695662841200829
1604,Rishi Kapoor wants a redo of Ganguly's shirtless celebration and here's why Twitter isn't having it,0.4338817894458771
